,Company,Cumulative Diff,Std Dev Diff
1,AAL,23.46357424719345,0.8007953765407668
492,SBUX,23.22268275061925,0.780530204257938
47,ANET,23.2087321570122,1.8227485205731981
127,CLR,23.207629883914773,1.5830402468243139
204,ESRX,23.15258124202799,0.7334041645987817
440,PE,23.12676516888431,1.2245860092057508
140,COO,22.997095464414784,3.655194283584737
416,NUE,22.9081678891674,2.6657022028841437
335,LDOS,22.729177540167072,2.201805833140691
197,ENDP,22.689144995089144,2.5028418380750987
351,LUV,22.606790638156298,0.8282205715147385
424,ODFL,22.433688091167497,2.5623798653954957
29,ALKS,22.4285908775995,2.278304249286332
67,AVY,22.368414710094033,3.6846701649539217
621,ZTS,22.357817789796442,2.0693901622419006
472,RF,22.103859132619466,3.566713052009595
336,LEA,21.78831983054996,1.55624121434849
611,XOM,21.709395886294963,0.7045957925485608
414,NTRS,21.175886609025135,4.34451884471602
200,EQIX,20.795291055221686,2.4692841911376475
91,BR,20.74034473353712,1.4229589857866838
475,RHT,20.692459920733903,0.6738747124905865
557,UDR,20.63275462801318,3.532797345461385
406,NI,20.491991468077835,3.7165294807091342
470,REG,20.057864895860526,2.1864659725304985
607,XEC,20.006943419071614,2.9286901692684113
497,SGEN,19.956821928451077,3.026352962153303
42,AMT,19.844177275882945,1.9603355246054444
502,SJM,19.777499049479776,2.0985320019015936
436,PBCT,19.11353034437621,3.2481994735168485
123,CINF,19.010900513730103,4.578789628404283
233,FLS,18.89204132636434,2.378608341318402
376,MKC,18.82005652025635,1.8613528023417985
167,DIS,18.58132020518924,0.5782502288439
362,MCD,18.523656770753213,0.6112117405337649
387,MS,18.429457007474518,0.5997539701076126
467,QRVO,18.42314927963521,1.8924726986967109
428,OKE,18.382412779522323,2.552982673914888
482,ROL,18.182373814039764,3.259939681751422
105,CBS,18.07570306104544,2.386714896696062
270,HFC,17.937315093454057,3.835156302921683
311,JEC,17.71097329388678,2.324040300028985
520,SWK,17.380607882815276,2.4162347245372255
186,DXCM,17.177906829418717,2.6780144163826423
253,GPC,17.10268376000136,3.302419783549296
582,VTR,16.949398225976335,2.239266576707304
401,NDAQ,16.926137062915096,0.5592893372045329
103,CBOE,16.651888311871588,1.784954980444602
303,IRM,16.57881483432614,2.602241163216218
321,KIM,16.561327753629804,2.4563344325908534
600,WMT,16.521564279874585,0.535213314830275
113,CE,15.933424588628085,1.906783570205359
588,WCN,15.776130679983282,2.8080002295543625
64,AVB,15.768996010311298,4.222291202293045
319,KEY,15.67474383099103,2.131080513870037
388,MSFT,15.603525953020728,0.5129378456685904
348,LPT,15.559356300309352,2.1603197016219964
231,FLIR,15.447040787901525,2.014279443996151
309,JBHT,15.395594554451602,2.225832493454819
374,MIC,15.375459862566876,1.6738564989150169
404,NFLX,15.35938860572731,0.5648314213766267
483,ROP,15.130210418497384,3.2458643757624386
566,URI,15.06984039685359,3.536540781299836
264,HBI,14.995448517548684,2.521321761587669
146,CREE,14.967841588615359,2.382780449298807
491,SBNY,14.75387542148404,2.144525995975837
326,KNX,14.713499660238842,3.2565141710364376
241,FTNT,14.687224804402017,2.4746877660876807
206,ETFC,14.665186014769265,2.8347546590272232
570,VAR,14.647125582712729,1.7935429129282072
512,SRCL,14.64653165016028,5.402543834607207
222,FDC,14.438865286785813,5.015707175908893
375,MIDD,14.326059030338723,2.2385014014984423
408,NLSN,14.261201914910467,1.7714170348186355
72,AYI,14.174444491248398,3.137222125443773
60,ASH,14.162954886635188,10.014721441978892
289,IDXX,14.087674459804338,3.6023823493444396
236,FNF,13.772139568120313,2.1252964335098437
399,NBR,13.533423204146505,1.5837488508414457
543,TRMB,13.517535371357496,1.9600012640875777
294,INFO,13.494037608829839,2.7087017004613414
108,CCK,13.395945023545334,2.544292422475064
139,COMM,13.354276116092617,2.6510181778149
248,GLW,13.35051287670849,2.1350297061350507
427,OII,13.29200785414376,2.06650790150085
597,WLTW,12.576897422913124,1.7662421475963133
256,GRA,12.415995374709516,4.147754989882784
450,PKG,12.414321625471988,3.0910712741395128
509,SPLK,12.404391618975916,2.392031257692088
68,AWK,12.328412415597805,2.406532141511609
372,MGM,12.242318731449881,2.9187728150893046
474,RHI,12.171635477804497,2.569542698912407
360,MAS,12.057061349815072,3.4458530163868613
618,ZAYO,12.039439340058472,0.6440005163516158
252,GOOGL,11.899404287933828,0.46642813286481544
568,UTHR,11.851246619351622,4.4179749765230545
553,TWTR,11.58741130994317,0.39518939745112863
448,PHM,11.508483568907483,1.9293257124307384
542,TRIP,11.297196800853982,4.080476098328602
178,DRE,11.210893166551786,2.081198981575109
111,CDNS,11.137414989478607,0.9923058842387223
175,DO,11.024886451531144,1.959752892713797
419,NWL,10.85830316750249,1.1002066820011176
99,CAG,10.690053602962292,2.4714478709137735
57,AR,10.688626699427424,5.599786467243427
45,AN,10.67702748379938,2.5949765794769513
251,GNW,10.558844349466998,1.6715995307992897
226,FIS,10.49932347363464,2.78052945815509
19,AFG,10.398828101402197,1.848278770998127
210,EVHC,10.376894961962043,1.7651058109143511
41,AMP,9.945562229988859,3.4420498489492455
531,TFX,9.746606790516154,3.3757181672443375
32,ALLY,9.696023836706415,2.10217678904312
592,WELL,9.655678888253396,2.7456849174804723
589,WDAY,9.554595490187314,1.2763294616443674
201,EQR,9.534497238492412,1.8519564281213636
562,UNM,9.399404545331723,2.197184411174778
576,VMC,9.381756167472878,2.8271808909054177
219,FB,9.242076331795927,0.36472716199553507
182,DVA,9.177154068626816,2.4454305844174153
15,AEE,8.945910972491033,1.3457611460732346
459,PSX,8.87183773451292,2.0306455391107137
369,MDU,8.71836340338295,3.6128728777856844
118,CGNX,8.42038367938716,2.2297485689760452
56,APTV,8.319331950921821,2.142424757181647
454,PNW,8.229152248434929,1.7473542451991835
268,HDS,8.22325557070189,3.2007234840868093
558,UGI,8.186219824792028,3.3525023414644153
499,SIG,8.090094207260746,2.739763259850131
487,RYN,7.721295020014245,2.5704044842515055
199,EPC,7.622648908651865,1.7435971258291085
50,AON,7.610732275935212,3.7590664532436793
395,MXIM,7.518752925550219,2.1253992654345044
280,HRB,7.504630070144668,2.8487166454022925
243,FWONK,7.283197464414291,2.5192445934112535
12,ADP,7.224062444203368,3.7693036377959266
357,MAC,7.219616668176009,1.647941845933625
540,TPR,7.082714839407127,3.0080001416421887
71,AXTA,7.071341553195788,5.000193564350956
539,TOL,6.995851593582212,2.294537220327111
322,KLAC,6.909990682558612,2.3913561385690123
578,VOYA,6.777844006246733,2.4445298917665075
301,IQV,6.774913033162896,4.790586947698605
609,XL,6.639734487926084,2.809599228999493
473,RGA,6.617896676710713,1.3691158009190507
366,MD,6.505511510116259,4.600091303890344
291,IFF,6.4184785780618725,4.159263998932964
490,SBAC,6.058757630695653,3.878765897620786
93,BRX,5.9012496751408285,1.7854753650912103
380,MNK,5.813125187289329,3.030656318530913
61,ATH,5.713806755387882,1.2018175762724421
431,ORLY,5.704957296962056,2.13642504833374
66,AVT,5.595057743788123,2.567341896824086
615,Y,5.410402374349241,
34,ALV,5.39535574483238,1.9468018665537163
461,PWR,5.269232940758487,2.83202670670262
601,WRB,5.146510021376489,0.6329644857028554
126,CLB,5.062348782756211,1.2223071921631954
439,PDCO,4.581587348833981,3.2396714829590043
532,TGNA,4.466129394609661,0.6319276199892842
462,PX,4.389423875145274,
119,CHD,4.285400076334398,
272,HLF,4.267495796668541,1.7985126229269732
433,PAGP,4.080176354568871,1.784924994661555
377,MKL,3.8907286901993077,0.9452652575186956
212,EWBC,3.8332380107805006,
124,CIT,3.7197651513065746,1.3753550677508426
202,EQT,3.6166644336411977,2.051688824139727
495,SEE,3.496522998168273,
265,HCA,3.4661246506073207,
602,WRK,3.3305291301373012,1.073201933612648
413,NTAP,3.327068913491206,1.4010129578980917
260,GWW,3.3208513334251526,1.550689329333964
333,LBRDK,3.246345706312614,2.2955130630094818
234,FLT,3.188423123134288,1.2166630353291696
596,WLK,2.8640889034204697,
247,GIS,2.840704982658677,1.050852495926926
614,XYL,2.759600761569292,0.7525852194537002
552,TTWO,2.685877809403049,
391,MTD,2.6463432575696384,
55,APH,2.4585737001069488,0.6903668117726856
295,INGR,2.39933330594038,
418,NVR,2.158015002595574,
180,DTE,2.079412268741016,
230,FLEX,1.9489250306338493,
283,HST,1.8449391571343008,0.6010912103769587
106,CC,1.80269945586884,
198,EOG,1.6495970556507404,
31,ALLE,1.598683880042199,
174,DNR,1.470078009638669,0.5177843692215461
340,LII,1.3650956364242037,
237,FOSL,1.3242922621877549,
538,TMUS,1.1719624493445158,0.24224473621613418
529,TDC,0.8772828127666801,
397,NAVI,0.8168314737094127,
70,AXS,0.7964642468470533,0.2397084207199766
121,CHRW,0.6272350724894233,
24,AIZ,0.4543844582563099,
396,MYL,0.39323967172068475,
572,VER,0.234375,
405,NFX,0.21710582635039244,
541,TRGP,0.11956453996074345,
612,XRAY,0.06154667694664101,0.04352007262846761
104,CBRE,0.018075397690500594,
290,IEX,0.0,
425,OGE,0.0,
46,ANDV,0.0,
591,WEC,0.0,
220,FBHS,0.0,
517,STT,0.0,
170,DKS,0.0,
286,IAC,0.0,
341,LKQ,0.0,
110,CDK,0.0,
514,SSNC,0.0,
505,SNA,0.0,
312,JKHY,0.0,
411,NRG,0.0,
17,AES,0.0,
501,SIVB,0.0,
496,SEIC,0.0,
493,SCG,0.0,
25,AJG,0.0,
485,RRC,0.0,
342,LLY,0.0,
28,ALGN,0.0,
508,SPGI,0.0,
51,AOS,0.0,
510,SPXC,0.0,
39,AMG,0.0,
300,IPGP,0.0,
277,HP,0.0,
426,OI,0.0,
587,WBC,0.0,
381,MNST,0.0,
551,TSS,0.0,
235,FMC,0.0,
460,PVH,0.0,
239,FRT,0.0,
555,UAA,0.0,
456,PPL,0.0,
453,PNR,0.0,
559,UHAL,0.0,
192,EGN,0.0,
466,QEP,0.0,
245,GGP,0.0,
86,BK,0.0,
83,BHF,0.0,
77,BBT,0.0,
567,USB,0.0,
445,PG,0.0,
76,BBBY,0.0,
536,TMK,0.0,
535,TJX,0.0,
337,LEG,0.0,
438,PCG,0.0,
266,HCP,0.0,
527,T,0.0,
125,CL,0.0,
523,SYF,0.0,
112,CDW,0.0,
134,CMS,0.0,
54,APD,0.0,
177,DPZ,0.0,
