country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
,,,,,,US5395731053,LOCATION BASED TECHNOLOGIES,Industrial,LOCATION BASED TECHNOLOGIES,LIMITED,LBAS,,,
,,,,,,AU000000LHD9,LOCHARD ENERGY GROUP PLC-CDI,Energy,LOCHARD ENERGY GROUP PLC-CDI,LHD,LHD,,,
,,,,,,AU000000LSR6,LODESTAR MINERALS LTD,Basic Materials,LODESTAR MINERALS LTD,LSR,LSR,Australia,ASX,AUD
,,,,,,US5406011016,LOGAN CLAY PRODUCTS CO,Industrial,LOGAN CLAY PRODUCTS CO,NOINFO,LGNC,,,
,,,,,,KYG555551095,LOGAN GROUP CO LTD,Financial,LOGAN GROUP CO LTD,3380,3380,,,
,,,,,,US5412091028,LOGANSPORT FINANCIAL CORP,Financial,LOGANSPORT FINANCIAL CORP,CURRENT,LOGN,,,
,,,,,,US54142F1021,LOGICBIO THERAPEUTICS INC,"Consumer, Non-cyclical",LOGICBIO THERAPEUTICS INC,NMS,LOGC,,,
,,,,,,US54141F1030,LOGICQUEST TECHNOLOGY INC,Financial,LOGICQUEST TECHNOLOGY INC,CURRENT,LOGQ,,,
,,,,,,INE397H01017,LOKESH MACHINES LTD,Industrial,LOKESH MACHINES LTD,LOKESHMAC,LOKESHMAC,India,NSE,INR
,,,,,,US54150E1047,LOMA NEGRA CIA IND-SPON ADR,Industrial,LOMA NEGRA CIA IND-SPON ADR,LOMA,LOMA,,,
,,,,,,KYG555981094,LOMBARD MEDICAL INC,"Consumer, Non-cyclical",LOMBARD MEDICAL INC,EVARF,EVARF,,,
,,,,,,GB00B030JP46,LOMBARD RISK MANAGEMENT PLC,"Consumer, Cyclical",LOMBARD RISK MANAGEMENT PLC,LRM,LRM,,,
,,,,,,CA54163Q4097,LOMIKO METALS INC,Basic Materials,LOMIKO METALS INC,LMR,LMR,,,
,,,,,,GB0005234223,LONDON & ASSOC PROP PLC,Financial,LONDON & ASSOC PROP PLC,SSX3,LAS,United Kingdom,LSE,GBP
,,,,,,GB00B0RHGY93,LONDON CAPITAL GROUP HOLDING,Communications,LONDON CAPITAL GROUP HOLDING,LCG,LCG,,,
,,,,,,AU000000LCE8,LONDON CITY EQUITIES LIMITED,Financial,LONDON CITY EQUITIES LIMITED,LCE,LCE,Australia,ASX,AUD
,,,,,,GB00B1VZK334,LONDON MINING PLC,Basic Materials,LONDON MINING PLC,LOND,LOND,,,
,,,,,,GB00B4WFW713,LONDONMETRIC PROPERTY PLC,Financial,LONDONMETRIC PROPERTY PLC,STMM,LMP,United Kingdom,LSE,GBP
,,,,,,US5426141025,LONG BLOCKCHAIN CORP,"Consumer, Non-cyclical",LONG BLOCKCHAIN CORP,LBCC,LBCC,,,
,,,,,,US54304F1066,LONGFIN CORP,Financial,LONGFIN CORP,NOINFO,LFIN,,,
,,,,,,CNE100001FR6,LONGI GREEN ENERGY TECHNOL-A,Energy,LONGI GREEN ENERGY TECHNOL-A,601012,601012,China,SEHKNTL,CNH
,,,,,,KYG5636J1022,LONGITECH SMART ENERGY HOLDI,Energy,LONGITECH SMART ENERGY HOLDI,1281,1281,,,
,,,,,,AU000000LGO8,LONGREACH OIL LIMITED,Energy,LONGREACH OIL LIMITED,LGO,LGO,,,
,,,,,,US5433541043,LONGWEI PETROLEUM INVESTMENT,Energy,LONGWEI PETROLEUM INVESTMENT,LPIH,LPIH,,,
,,,,,,US5433561090,LONGWEN GROUP CORP,Financial,LONGWEN GROUP CORP,CURRENT,LWLW,,,
,,,,,,CNE0000005T1,LONKEY IND CO GUANGZHOU-A,Basic Materials,LONKEY IND CO GUANGZHOU-A,000523,000523,China,SEHKSZSE,CNH
,,,,,,GB00BYSRJ698,LONMIN PLC,Basic Materials,LONMIN PLC,LMI,LMI,,,
,,,,,,CH0013841017,LONZA GROUP AG-REG,"Consumer, Non-cyclical",LONZA GROUP AG-REG,LONN,LONN,,,
,,,,,,JP3981000007,LOOK HOLDINGS INC,"Consumer, Cyclical",LOOK HOLDINGS INC,8029,8029,Japan,TSEJ,JPY
,,,,,,GB00B17MMZ46,LOOKERS PLC,"Consumer, Cyclical",LOOKERS PLC,SSMM,LOOK,United Kingdom,LSE,GBP
,,,,,,US54344C1053,LOOKSMART GROUP INC,Communications,LOOKSMART GROUP INC,LIMITED,LKST,,,
,,,,,,GB00BYQP6S60,LOOPUP GROUP PLC,Technology,LOOPUP GROUP PLC,ASQ1,LOOP,United Kingdom,LSE,GBP
,,,,,,SG1T35930281,LORENZO INTERNATIONAL LTD,"Consumer, Cyclical",LORENZO INTERNATIONAL LTD,5IE,5IE,Singapore,SGX,SGD
,,,,,,US5441471019,LORILLARD INC,"Consumer, Non-cyclical",LORILLARD INC,LO,LO,,,
,,,,,,CA5441781062,LORNE PARK CAPITAL PARTNERS,Financial,LORNE PARK CAPITAL PARTNERS,LPC,LPC,,,
,,,,,,CA54418Y2078,LORRAINE COPPER CORP,Basic Materials,LORRAINE COPPER CORP,LLC,LLC,,,
,,,,,,CA5443122000,LOS ANDES COPPER LTD,Basic Materials,LOS ANDES COPPER LTD,LA,LA,,,
,,,,,,DE000LTT2470,LOTTO24,"Consumer, Cyclical",LOTTO24,LO24,LO24,,,
,,,,,,US5457152032,LOTUS PHARMACEUTICALS INC,"Consumer, Non-cyclical",LOTUS PHARMACEUTICALS INC,CURRENT,LTUS,,,
,,,,,,US5457312008,LOUD TECHNOLOGIES INC,Industrial,LOUD TECHNOLOGIES INC,NOINFO,LTEC,,,
,,,,,,US5463471053,LOUISIANA-PACIFIC CORP,Industrial,LOUISIANA-PACIFIC CORP,LPX,LPX,,,
,,,,,,GB00BH4JR002,LOUNGERS PLC,"Consumer, Cyclical",LOUNGERS PLC,ASQ1,LGRS,United Kingdom,LSE,GBP
,,,,,,INE597L01014,LOVABLE LINGERIE LTD,"Consumer, Cyclical",LOVABLE LINGERIE LTD,LOVABLE,LOVABLE,India,NSE,INR
,,,,,,AU000000LVE8,LOVE GROUP GLOBAL LTD,Technology,LOVE GROUP GLOBAL LTD,LVE,LVE,Australia,ASX,AUD
,,,,,,US54714U1079,LOVE INTERNATIONAL GROUP INC,Communications,LOVE INTERNATIONAL GROUP INC,NOINFO,LOVV,,,
,,,,,,US54738L1098,LOVESAC CO/THE,"Consumer, Cyclical",LOVESAC CO/THE,NMS,LOVE,,,
,,,,,,US5486611073,LOWE'S COS INC,"Consumer, Cyclical",LOWE'S COS INC,LOW,LOW,,,
,,,,,,AU000000LRT4,LOWELL RESOURCES FUND,,LOWELL RESOURCES FUND,LRT,LRT,Australia,ASX,AUD
,,,,,,GB00BNXGHS27,LOWLAND INVESTMENT COMPANY,,LOWLAND INVESTMENT COMPANY,SSMM,LWI,United Kingdom,LSE,GBP
,,,,,,US54908P1049,LOYALTYPOINT INC,Communications,LOYALTYPOINT INC,LYLP,LYLP,,,
,,,,,,DE0006450000,LPKF LASER & ELECTRONICS,Industrial,LPKF LASER & ELECTRONICS,XETRA,LPK,Germany,IBIS,EUR
,,,,,,US50218P1075,LSC COMMUNICATIONS INC,"Consumer, Non-cyclical",LSC COMMUNICATIONS INC,LKSDQ,LKSDQ,,,
,,,,,,PLLSSFT00016,LSI SOFTWARE SA,Technology,LSI SOFTWARE SA,LSI,LSI,Poland,WSE,PLN
,,,,,,US50218G2066,LSR GROUP PJSC-GDR REGS,Financial,LSR GROUP PJSC-GDR REGS,LSRG,LSRG,,,
,,,,,,PLLWBGD00016,LUBELSKI WEGIEL BOGDANKA SA,Energy,LUBELSKI WEGIEL BOGDANKA SA,LWB,LWB,Poland,WSE,PLN
,,,,,,US5492821013,LUBY'S INC,"Consumer, Cyclical",LUBY'S INC,LUB,LUB,,,
,,,,,,AU000000LOM6,LUCAPA DIAMOND CO LTD,Basic Materials,LUCAPA DIAMOND CO LTD,LOM,LOM,Australia,ASX,AUD
,,,,,,CA54928Q1081,LUCARA DIAMOND CORP,Basic Materials,LUCARA DIAMOND CORP,CURRENT,LUCRF,,,
,,,,,,NL0010998878,LUCAS BOLS NV,"Consumer, Non-cyclical",LUCAS BOLS NV,BOLS,BOLS,Netherlands,AEB,EUR
,,,,,,GB00BZC0LP49,LUCECO PLC,Industrial,LUCECO PLC,SSMM,LUCE,United Kingdom,LSE,GBP
,,,,,,IT0004522162,LUCISANO MEDIA GROUP SPA,"Consumer, Cyclical",LUCISANO MEDIA GROUP SPA,LMG,LMG,Italy,BVME,EUR
,,,,,,US54951L1098,LUCKIN COFFEE INC - ADR,"Consumer, Cyclical",LUCKIN COFFEE INC - ADR,CURRENT,LKNCY,,,
,,,,,,CNE000000V63,LUCKY FILM CO-A,Basic Materials,LUCKY FILM CO-A,600135,600135,China,SEHKNTL,CNH
,,,,,,JE00B1YW3102,LUDGATE ENVIRONMENTAL FUND L,Financial,LUDGATE ENVIRONMENTAL FUND L,LEF,LEF,,,
,,,,,,KYG5700C1244,LUEN WONG GROUP HOLDINGS LTD,Industrial,LUEN WONG GROUP HOLDINGS LTD,8217,8217,,,
,,,,,,BMG5698C1029,LUIRI GOLD LTD,Basic Materials,LUIRI GOLD LTD,LGM,LGM,,,
,,,,,,US69343P1057,LUKOIL PJSC-SPON ADR,Energy,LUKOIL PJSC-SPON ADR,NEWX,LUK,,,
,,,,,,SG1E20001293,LUM CHANG HOLDINGS LTD,Financial,LUM CHANG HOLDINGS LTD,L19,L19,Singapore,SGX,SGD
,,,,,,INE872H01027,LUMAX AUTO TECHNOLOGIES LTD,"Consumer, Cyclical",LUMAX AUTO TECHNOLOGIES LTD,LUMAXTECH,LUMAXTECH,India,NSE,INR
,,,,,,INE162B01018,LUMAX INDUSTRIES LIMITED,"Consumer, Cyclical",LUMAX INDUSTRIES LIMITED,LUMAXIND,LUMAXIND,India,NSE,INR
,,,,,,IL0011312597,LUMENIS LTD - B,"Consumer, Non-cyclical",LUMENIS LTD - B,LMNS,LMNS,,,
,,,,,,CA55024T1021,LUMENPULSE INC,Industrial,LUMENPULSE INC,LMP,LMP,,,
,,,,,,KYG569821047,LUMINA GROUP LTD,"Consumer, Non-cyclical",LUMINA GROUP LTD,1162,1162,,,
,,,,,,US5502632061,LUMINAR MEDIA GROUP INC,"Consumer, Cyclical",LUMINAR MEDIA GROUP INC,CURRENT,LRGR,,,
,,,,,,US55027E1029,LUMINEX CORP,"Consumer, Non-cyclical",LUMINEX CORP,LMNX,LMNX,,,
,,,,,,US5503511009,LUNA INNOVATIONS INC,Communications,LUNA INNOVATIONS INC,SCM,LUNA,,,
,,,,,,US55036P1066,LUNA TECHNOLOGIES INTL INC,Industrial,LUNA TECHNOLOGIES INTL INC,LTII,LTII,,,
,,,,,,CNE1000003Q0,LUOYANG GLASS COMPANY LTD-H,Energy,LUOYANG GLASS COMPANY LTD-H,1108,1108,Hong Kong,SEHK,HKD
,,,,,,INE326A01037,LUPIN LTD,"Consumer, Non-cyclical",LUPIN LTD,LUPIN,LUPIN,India,NSE,INR
,,,,,,US5505371048,LUSTROS INC,Industrial,LUSTROS INC,LSTS,LSTS,,,
,,,,,,CNE000001667,LUTHAI TEXTILE CO LTD - A,"Consumer, Cyclical",LUTHAI TEXTILE CO LTD - A,000726,000726,China,SEHKSZSE,CNH
,,,,,,US5505501073,LUTHER BURBANK CORP,Financial,LUTHER BURBANK CORP,NMS,LBC,,,
,,,,,,US55066U1088,LUVU BRANDS INC,"Consumer, Cyclical",LUVU BRANDS INC,CURRENT,LUVU,,,
,,,,,,INE150G01020,LUX INDUSTRIES LTD,"Consumer, Cyclical",LUX INDUSTRIES LTD,LUXIND,LUXIND,India,NSE,INR
,,,,,,GB00BNK03D49,LUXFER HOLDINGS PLC,Industrial,LUXFER HOLDINGS PLC,LXFR,LXFR,United States of America,NYSE,USD
,,,,,,BMG570141058,LUXKING GROUP HOLDINGS LTD,Industrial,LUXKING GROUP HOLDINGS LTD,BKK,BKK,,,
,,,,,,IT0001479374,LUXOTTICA GROUP SPA,"Consumer, Cyclical",LUXOTTICA GROUP SPA,LUX,LUX,,,
,,,,,,CNE000000NQ5,LUYIN INVESTMENT GROUP CO-A,"Consumer, Cyclical",LUYIN INVESTMENT GROUP CO-A,600784,600784,China,SEHKNTL,CNH
,,,,,,CNE000000GF2,LUZHOU LAOJIAO CO LTD-A,"Consumer, Non-cyclical",LUZHOU LAOJIAO CO LTD-A,000568,000568,China,SEHKSZSE,CNH
,,,,,,CNE100002FH5,LUZHOU XINGLU WATER GROUP -H,Industrial,LUZHOU XINGLU WATER GROUP -H,2281,2281,Hong Kong,SEHK,HKD
,,,,,,CA5024641006,LWP CAPITAL INC,"Consumer, Non-cyclical",LWP CAPITAL INC,LWP,LWP,,,
,,,,,,GB00BYQ46T41,LXI REIT PLC,Financial,LXI REIT PLC,STMM,LXI,United Kingdom,LSE,GBP
,,,,,,CA5507891011,LXRANDCO INC-CLASS B,"Consumer, Cyclical",LXRANDCO INC-CLASS B,LXR,LXR,,,
,,,,,,US55087P1049,LYFT INC-A,Communications,LYFT INC-A,NMS,LYFT,,,
,,,,,,INE933A01014,LYKA LABS LIMITED,"Consumer, Non-cyclical",LYKA LABS LIMITED,LYKALABS,LYKALABS,India,NSE,INR
,,,,,,US5521121047,LYONS BANCORP INC,Financial,LYONS BANCORP INC,PRIMQX,LYBC,,,
,,,,,,US5523511088,LYRIC JEANS INC,"Consumer, Cyclical",LYRIC JEANS INC,NOINFO,LYJN,,,
,,,,,,FR0010375766,LYXOR MSCI INDIA,,LYXOR MSCI INDIA,ETFS,INRL,,,
,,,,,,INE964W01013,M K PROTEINS LTD,"Consumer, Non-cyclical",M K PROTEINS LTD,MKPL,MKPL,India,NSE,INR
,,,,,,US55313Q1085,M LINE HOLDINGS INC.,"Consumer, Cyclical",M LINE HOLDINGS INC.,NOINFO,MLHC,,,
,,,,,,GB00B4TT7L53,M WINKWORTH PLC,Financial,M WINKWORTH PLC,ASQ1,WINK,United Kingdom,LSE,GBP
,,,,,,JP3167310006,M-UP HOLDINGS INC,Communications,M-UP HOLDINGS INC,3661,3661,Japan,TSEJ,JPY
,,,,,,INE215I01019,MAAN ALUMINIUM LTD,Basic Materials,MAAN ALUMINIUM LTD,MAANALU,MAANALU,India,NSE,INR
,,,,,,AU000000MFE9,MACARTHUR MINERALS LTD,,MACARTHUR MINERALS LTD,MMSDF.OLD,MMSDF.OLD,,,
,,,,,,US5542251021,MACATAWA BANK CORP,Financial,MACATAWA BANK CORP,NMS,MCBC,,,
,,,,,,US55422A2006,MACAU CAPITAL INVESTMENTS,Industrial,MACAU CAPITAL INVESTMENTS,NOINFO,MCIM,,,
,,,,,,CA5543244001,MACDONALD MINES EXPLORATION,Basic Materials,MACDONALD MINES EXPLORATION,CURRENT,MCDMF,,,
,,,,,,GB0005518872,MACFARLANE GROUP PLC,"Consumer, Cyclical",MACFARLANE GROUP PLC,SSMM,MACF,United Kingdom,LSE,GBP
,,,,,,CA55452Q1090,MACKENZIE CANADIAN ST FIXED,,MACKENZIE CANADIAN ST FIXED,MCSB,MCSB,,,
,,,,,,US5545711096,MACKINAC FINANCIAL CORP,Financial,MACKINAC FINANCIAL CORP,MFNC,MFNC,,,
,,,,,,AU000000MAH3,MACMAHON HOLDINGS LIMITED,Basic Materials,MACMAHON HOLDINGS LIMITED,MAH,MAH,Australia,ASX,AUD
,,,,,,US55405Y1001,MACOM TECHNOLOGY SOLUTIONS H,Technology,MACOM TECHNOLOGY SOLUTIONS H,NMS,MTSI,,,
,,,,,,AU0000MBLHB4,MACQUARIE BANK LTD,Financial,MACQUARIE BANK LTD,MBLHB,MBLHB,,,
,,,,,,AU0000010522,MACQUARIE GROUP CAPITAL NOTES,Financial,MACQUARIE GROUP CAPITAL NOTES,MQGPC,MQGPC,,,
,,,,,,AU0000MQGPB5,MACQUARIE GROUP LTD,Financial,MACQUARIE GROUP LTD,MQGPB,MQGPB,,,
,,,,,,AU0000MQGPB5,MACQUARIE GROUP LTD,Financial,MACQUARIE GROUP LTD,MQGPB,MQGPB,,,
,,,,,,AU000000MRN5,MACQUARIE MEDIA LTD,Communications,MACQUARIE MEDIA LTD,MRN,MRN,,,
,,,,,,CNE000000958,MACROLINK CULTURALTAINMENT-A,Financial,MACROLINK CULTURALTAINMENT-A,000620,000620,China,SEHKSZSE,CNH
,,,,,,CA5561621056,MAD CATZ INTERACTIVE INC,Technology,MAD CATZ INTERACTIVE INC,MCZ,MCZ,,,
,,,,,,BMG5738R1016,MADAGASCAR OIL LTD,Energy,MADAGASCAR OIL LTD,MOIL,MOIL,,,
,,,,,,LV0000101624,MADARA COSMETICS AS,"Consumer, Non-cyclical",MADARA COSMETICS AS,MDARA,MDARA,Latvia,N.RIGA,EUR
,,,,,,INE378D01032,MADHUCON PROJECTS LIMITED,Industrial,MADHUCON PROJECTS LIMITED,MADHUCON,MADHUCON,India,NSE,INR
,,,,,,INE900L01010,MADHYA BHARAT AGRO PRODUCTS,Basic Materials,MADHYA BHARAT AGRO PRODUCTS,MBAPL,MBAPL,India,NSE,INR
,,,,,,US5567771002,MADISON COUNTY FINANCIAL INC,Financial,MADISON COUNTY FINANCIAL INC,CURRENT,MCBK,,,
,,,,,,US55825T1034,MADISON SQUARE GARDEN SPORTS,"Consumer, Cyclical",MADISON SQUARE GARDEN SPORTS,MSGS,MSGS,,,
,,,,,,US55826L1098,MADISON TECHNOLOGIES INC,Communications,MADISON TECHNOLOGIES INC,LIMITED,MDEX,,,
,,,,,,INE414A01015,MADRAS FERTILIZERS LTD,Basic Materials,MADRAS FERTILIZERS LTD,MADRASFER,MADRASFER,India,NSE,INR
,,,,,,US5588681057,MADRIGAL PHARMACEUTICALS INC,"Consumer, Non-cyclical",MADRIGAL PHARMACEUTICALS INC,NMS,MDGL,,,
,,,,,,INE347W01011,MAGADH SUGAR & ENERGY LTD,"Consumer, Non-cyclical",MAGADH SUGAR & ENERGY LTD,MAGADSUGA,MAGADSUGA,India,NSE,INR
,,,,,,CA5589122004,MAGELLAN AEROSPACE CORP,Industrial,MAGELLAN AEROSPACE CORP,CURRENT,MALJF,,,
,,,,,,US5590782091,MAGELLAN GOLD CORP,Basic Materials,MAGELLAN GOLD CORP,CURRENT,MAGE,,,
,,,,,,US5590792074,MAGELLAN HEALTH INC,"Consumer, Non-cyclical",MAGELLAN HEALTH INC,MGLN,MGLN,,,
,,,,,,US5590801065,MAGELLAN MIDSTREAM PARTNERS,Energy,MAGELLAN MIDSTREAM PARTNERS,MMP,MMP,,,
,,,,,,US55917N1054,MAGICSTEM GROUP CORP,Industrial,MAGICSTEM GROUP CORP,NOINFO,MGGI,,,
,,,,,,AU000000MAG5,MAGMATIC RESOURCES LTD,Basic Materials,MAGMATIC RESOURCES LTD,MAG,MAG,Australia,ASX,AUD
,,,,,,CA55921P1045,MAGNA GOLD CORP,Basic Materials,MAGNA GOLD CORP,MGR,MGR,,,
,,,,,,CA5592224011,MAGNA INTERNATIONAL INC,"Consumer, Cyclical",MAGNA INTERNATIONAL INC,MGA,MGA,Germany,NYSE,USD
,,,,,,CA5592712007,MAGNA TERRA MINERALS INC,Basic Materials,MAGNA TERRA MINERALS INC,MTT,MTT,,,
,,,,,,AU000000MAU6,MAGNETIC RESOURCES NL,Basic Materials,MAGNETIC RESOURCES NL,MAU,MAU,Australia,ASX,AUD
,,,,,,AU000000MGT5,MAGNETITE MINES LTD,Basic Materials,MAGNETITE MINES LTD,MGT,MGT,Australia,ASX,AUD
,,,,,,AU000000MNS3,MAGNIS ENERGY TECHNOLOGIES L,Basic Materials,MAGNIS ENERGY TECHNOLOGIES L,MNS,MNS,Australia,ASX,AUD
,,,,,,US5596631094,MAGNOLIA OIL & GAS CORP - A,Energy,MAGNOLIA OIL & GAS CORP - A,MGY,MGY,,,
,,,,,,INE387I01016,MAGNUM VENTURES LIMITED,Basic Materials,MAGNUM VENTURES LIMITED,MAGNUM,MAGNUM,India,NSE,INR
,,,,,,SG1AI2000007,MAGNUS ENERGY GROUP LTD,Energy,MAGNUS ENERGY GROUP LTD,41S,41S,Singapore,SGX,SGD
,,,,,,US55972Y1038,MAGNUS INTERNATIONAL RESOURC,Basic Materials,MAGNUS INTERNATIONAL RESOURC,MGNU,MGNU,,,
,,,,,,HU0000073507,MAGYAR TELEKOM TELECOMMUNICA,Communications,MAGYAR TELEKOM TELECOMMUNICA,MTELEKOM,MTELEKOM,Hungary,BUX,HUF
,,,,,,INE451L01014,MAHAMAYA STEEL INDUSTRIES,Basic Materials,MAHAMAYA STEEL INDUSTRIES,MAHASTEEL,MAHASTEEL,India,NSE,INR
,,,,,,INE002S01010,MAHANAGAR GAS LTD,Utilities,MAHANAGAR GAS LTD,MGL,MGL,India,NSE,INR
,,,,,,INE288A01013,MAHARASHTRA SCOOTERS LTD,"Consumer, Cyclical",MAHARASHTRA SCOOTERS LTD,MAHSCOOTE,MAHSCOOTE,India,NSE,INR
,,,,,,INE271B01025,MAHARASHTRA SEAMLESS LTD,Industrial,MAHARASHTRA SEAMLESS LTD,MAHSEAMLE,MAHSEAMLE,India,NSE,INR
,,,,,,INE263W01010,MAHESHWARI LOGISTICS LTD,Basic Materials,MAHESHWARI LOGISTICS LTD,MAHESHWAR,MAHESHWAR,India,NSE,INR
,,,,,,INE961Y01015,MAHICKRA CHEMICALS LTD,Basic Materials,MAHICKRA CHEMICALS LTD,MAHICKRA,MAHICKRA,India,NSE,INR
,,,,,,INE101A01026,MAHINDRA & MAHINDRA LIMITED,"Consumer, Cyclical",MAHINDRA & MAHINDRA LIMITED,MM,MM,India,NSE,INR
,,,,,,INE536H01010,MAHINDRA CIE AUTOMOTIVE LTD,"Consumer, Cyclical",MAHINDRA CIE AUTOMOTIVE LTD,MAHINDCIE,MAHINDCIE,India,NSE,INR
,,,,,,INE766P01016,MAHINDRA LOGISTICS LTD,Industrial,MAHINDRA LOGISTICS LTD,MAHLOG,MAHLOG,India,NSE,INR
,,,,,,US5602923022,MAIDEN HOLDINGS LTD,Financial,MAIDEN HOLDINGS LTD,MHLA,MHLA,,,
,,,,,,US56029Q4082,MAIDEN HOLDINGS NORTH AMERICA LTD,Financial,MAIDEN HOLDINGS NORTH AMERICA LTD,MHNC,MHNC,,,
,,,,,,US5603051047,MAIDENFORM BRANDS INC,"Consumer, Cyclical",MAIDENFORM BRANDS INC,MFB,MFB,,,
,,,,,,DE000A1MMCY2,MAIER & PARTNER AG,Financial,MAIER & PARTNER AG,MPRK,MPRK,,,
,,,,,,US56035L1044,MAIN STREET CAPITAL CORP,Financial,MAIN STREET CAPITAL CORP,MAIN,MAIN,,,
,,,,,,BMG5754W1091,MAINLAND HEADWEAR HLDGS LTD,"Consumer, Cyclical",MAINLAND HEADWEAR HLDGS LTD,1100,1100,,,
,,,,,,US56062Y1029,MAINSOURCE FINANCIAL GROUP I,Financial,MAINSOURCE FINANCIAL GROUP I,MSFG,MSFG,,,
,,,,,,IE00BJYS1G50,MAINSTAY MEDICAL INTERNATION,"Consumer, Non-cyclical",MAINSTAY MEDICAL INTERNATION,MSTYP,MSTYP,,,
,,,,,,AU000000MAI1,MAINSTREAM GROUP HOLDINGS LT,Technology,MAINSTREAM GROUP HOLDINGS LT,MAI,MAI,,,
,,,,,,US56064Y1001,MAINSTREET BANCSHARES INC,Financial,MAINSTREET BANCSHARES INC,SCM,MNSB,,,
,,,,,,GB00B046YG73,MAINTEL HOLDINGS PLC,Communications,MAINTEL HOLDINGS PLC,ASQ1,MAI,United Kingdom,LSE,GBP
,,,,,,GB00B8DX2616,MAISTRO PLC,Communications,MAISTRO PLC,MAIS,MAIS,,,
,,,,,,INE683C01011,MAITHAN ALLOYS LTD,Basic Materials,MAITHAN ALLOYS LTD,MAITHANAL,MAITHANAL,India,NSE,INR
,,,,,,GB0005555221,MAJEDIE INVESTMENTS PLC-ORD,,MAJEDIE INVESTMENTS PLC-ORD,SSMM,MAJE,United Kingdom,LSE,GBP
,,,,,,CA5609121077,MAJESTIC GOLD CORP.,Basic Materials,MAJESTIC GOLD CORP.,XETRA,MJT,,,
,,,,,,CA5609091031,MAJOR DRILLING GROUP INTL,Basic Materials,MAJOR DRILLING GROUP INTL,CURRENT,MJDLF,,,
,,,,,,KYG5760H1121,MAJOR HOLDINGS LTD,"Consumer, Non-cyclical",MAJOR HOLDINGS LTD,1389,1389,,,
,,,,,,US5608141058,MAJOR LEAGUE FOOTBALL INC,"Consumer, Cyclical",MAJOR LEAGUE FOOTBALL INC,CURRENT,MLFB,,,
,,,,,,MU0295S00016,MAKEMYTRIP LTD,Communications,MAKEMYTRIP LTD,NMS,MMYT,,,
,,,,,,JP3862400003,MAKITA CORP,Industrial,MAKITA CORP,6586,6586,Japan,TSEJ,JPY
,,,,,,AU000000MBC2,MALABAR COAL LTD,Energy,MALABAR COAL LTD,MBC,MBC,,,
,,,,,,US5610461031,MALAGA FINANCIAL CORP,Financial,MALAGA FINANCIAL CORP,CURRENT,MLGF,,,
,,,,,,FR0000030074,MALTERIES FRANCO-BELGES,"Consumer, Non-cyclical",MALTERIES FRANCO-BELGES,XETRA,MALT,France,SBF,EUR
,,,,,,INE383H01017,MALU PAPER MILLS LIMITED,Basic Materials,MALU PAPER MILLS LIMITED,MALUPAPER,MALUPAPER,India,NSE,INR
,,,,,,IL0002380140,MAMAN CARGO TERMINALS & HAND,Industrial,MAMAN CARGO TERMINALS & HAND,MMAN,MMAN,Israel,TASE,ILS
,,,,,,JE00BJ1DLW90,MAN GROUP PLC/JERSEY,Financial,MAN GROUP PLC/JERSEY,STMM,EMG,United Kingdom,LSE,GBP
,,,,,,INE993A01026,MAN INDUSTRIES (INDIA) LTD,Industrial,MAN INDUSTRIES (INDIA) LTD,MANINDS,MANINDS,India,NSE,INR
,,,,,,INE949H01023,MAN INFRACONSTRUCTION LTD,Industrial,MAN INFRACONSTRUCTION LTD,MANINFRA,MANINFRA,India,NSE,INR
,,,,,,KYG5860S1093,MAN KING HOLDINGS LTD,Industrial,MAN KING HOLDINGS LTD,2193,2193,,,
,,,,,,BMG579461325,MAN SANG INTERNATIONAL LTD,Financial,MAN SANG INTERNATIONAL LTD,938,938,,,
,,,,,,DE0005937007,MAN SE,Industrial,MAN SE,XETRA,MAN,,,
,,,,,,KYG579641013,MAN SHING GLOBAL HOLDINGS LT,"Consumer, Non-cyclical",MAN SHING GLOBAL HOLDINGS LT,8309,8309,,,
,,,,,,KYG579691000,MAN SHUN GROUP HOLDINGS LTD,Industrial,MAN SHUN GROUP HOLDINGS LTD,1746,1746,,,
,,,,,,INE859Q01017,MANAKSIA ALUMINIUM CO LTD,Industrial,MANAKSIA ALUMINIUM CO LTD,MANAKALUC,MANAKALUC,India,NSE,INR
,,,,,,INE824Q01011,MANAKSIA STEELS LTD,Basic Materials,MANAKSIA STEELS LTD,MANAKSTEE,MANAKSTEE,India,NSE,INR
,,,,,,INE201A01024,MANALI PETROCHEMICALS LTD,Basic Materials,MANALI PETROCHEMICALS LTD,MANALIPET,MANALIPET,India,NSE,INR
,,,,,,AU000000MTL5,MANALTO LTD,Technology,MANALTO LTD,MTL,MTL,,,
,,,,,,INE522D01027,MANAPPURAM FINANCE LTD,Financial,MANAPPURAM FINANCE LTD,MANAPPURA,MANAPPURA,India,NSE,INR
,,,,,,US56176R1005,MANARIS 2010 CORP,Industrial,MANARIS 2010 CORP,AVNY,AVNY,,,
,,,,,,US5617611075,MANASOTA GROUP INC,Financial,MANASOTA GROUP INC,HZNB,HZNB,,,
,,,,,,KYG5784H1065,MANCHESTER UNITED PLC-CL A,"Consumer, Cyclical",MANCHESTER UNITED PLC-CL A,MANU,MANU,,,
