,Date,AAPL,AMZN,GOOG,SPY,TSLA,AAPLReturns,AMZNReturns,GOOGReturns,SPYReturns,TSLAReturns,AAPLStd Dev,AMZNStd Dev,GOOGStd Dev,SPYStd Dev,TSLAStd Dev,AAPLMomentum,AMZNMomentum,GOOGMomentum,SPYMomentum,TSLAMomentum,AAPLDifferences,AMZNDifferences,GOOGDifferences,SPYDifferences,TSLADifferences
0,2017-01-03,27.257644653320312,37.68349838256836,786.1400146484375,204.6251678466797,43.39799880981445,,,,,,,,,,,,,,,,,,,,
1,2017-01-04,27.227134704589844,37.85900115966797,786.9000244140625,205.84251403808597,45.39799880981445,-0.0011193171353766074,0.004657284610836365,0.000966761329360466,0.005949151828275712,0.04608507430871911,,,,,,,,,,,-0.03050994873046875,0.17550277709960938,0.760009765625,1.2173461914062784,2.0
2,2017-01-05,27.36559295654297,39.022499084472656,794.02001953125,205.67898559570312,45.34999847412109,0.005085303813837649,0.03073239887913859,0.009048157194414985,-0.0007944347315569367,-0.0010573227224057735,,,,,,,,,,,0.138458251953125,1.1634979248046875,7.1199951171875,-0.16352844238284092,-0.04800033569336648
3,2017-01-06,27.670673370361328,39.79949951171875,806.1500244140625,206.41488647460935,45.80199813842773,0.011148320970162606,0.01991160088348276,0.015276699055992937,0.0035779099005901482,0.00996691685810247,,,,,,,,,,,0.3050804138183594,0.7770004272460938,12.1300048828125,0.7359008789062216,0.4519996643066406
4,2017-01-09,27.924121856689453,39.84600067138672,806.6500244140625,205.73350524902344,46.25600051879883,0.009159462183511602,0.0011683855384734265,0.0006202319479720053,-0.003301027543232582,0.009912283280719913,,,,,,,,,,,0.253448486328125,0.04650115966796875,0.5,-0.6813812255859091,0.45400238037110086
5,2017-01-10,27.95228576660156,39.79499816894531,804.7899780273438,205.73350524902344,45.9739990234375,0.00100858712967411,-0.001279990502987438,-0.0023058902007346838,0.0,-0.006096538658735051,,,,,,,,,,,0.028163909912105822,-0.05100250244140625,-1.86004638671875,0.0,-0.2820014953613281
6,2017-01-11,28.102479934692383,39.95100021362305,807.9099731445312,206.3149261474609,45.94599914550781,0.005373233850888948,0.003920142024267603,0.003876781772102822,0.002826087553088108,-0.0006090372498466223,,,,,,,,,,,0.15019416809082387,0.15600204467773438,3.1199951171875,0.5814208984374716,-0.0279998779296875
7,2017-01-12,27.98513603210449,40.68199920654297,806.3599853515625,205.7970733642578,45.917999267578125,-0.004175571083427143,0.01829738902683742,-0.0019185154837684237,-0.002510011238028298,-0.0006094084022639779,,,,,,,,,,,-0.11734390258789418,0.7309989929199219,-1.54998779296875,-0.5178527832030966,-0.0279998779296875
8,2017-01-13,27.93585968017578,40.85699844360352,807.8800048828125,206.2694854736328,47.54999923706055,-0.0017608044453376603,0.004301638082535808,0.0018850383933515236,0.0022955239433304353,0.0355416175685761,,,,,,,,,,,-0.049276351928707385,0.17499923706055398,1.52001953125,0.472412109375,1.6319999694824219
9,2017-01-17,28.16114616394043,40.48600006103516,804.6099853515625,205.54270935058597,47.11600112915039,0.008064419221167629,-0.009080412088530276,-0.004047654987728411,-0.003523430144686812,-0.009127194844871789,,,,,,,,,,,0.22528648376464844,-0.3709983825683594,-3.27001953125,-0.7267761230468466,-0.43399810791015625
10,2017-01-18,28.15880012512207,40.374000549316406,806.0700073242188,205.99696350097656,47.672000885009766,-8.330764680886116e-05,-0.002766376316502228,0.0018145710334658283,0.0022100231714654583,0.011800656730933445,,,,,,0.9011554718017578,2.690502166748047,19.92999267578125,1.371795654296875,4.2740020751953125,-0.002346038818359375,-0.1119995117187571,1.46002197265625,0.4542541503905966,0.555999755859375
11,2017-01-19,28.109516143798828,40.45199966430664,802.1749877929688,205.2338409423828,48.75199890136719,-0.0017502159575071286,0.001931914448134897,-0.0048321107296619425,-0.0037045330456539904,0.022654765822867295,,,,,,0.8823814392089844,2.592998504638672,15.27496337890625,-0.6086730957031534,3.3540000915527344,-0.04928398132324219,0.07799911499023438,-3.89501953125,-0.76312255859375,1.0799980163574219
12,2017-01-20,28.16114616394043,40.416500091552734,805.02001953125,205.98785400390625,48.94599914550781,0.0018367452458976086,-0.0008775727540912825,0.0035466472796774617,0.003673921698591265,0.00397932902265441,,,,,,0.7955532073974609,1.3940010070800781,11.0,0.308868408203125,3.596000671386726,0.05163002014160156,-0.03549957275390625,2.84503173828125,0.7540130615234375,0.194000244140625
13,2017-01-23,28.17991828918457,40.89400100708008,819.3099975585938,205.45187377929688,49.78400039672852,0.0006665966340595464,0.011814504334756615,0.017751084048399868,-0.002601999167384017,0.017120934618771955,0.34752962469078963,1.0195612458096937,8.73666981277717,0.46636389059424,1.7037949221369022,0.5092449188232422,1.0945014953613281,13.15997314453125,-0.9630126953124716,3.9820022583007955,0.018772125244140625,0.47750091552734375,14.28997802734375,-0.535980224609375,0.8380012512207102
14,2017-01-24,28.15410423278809,41.12200164794922,823.8699951171875,206.76914978027344,50.922000885009766,-0.0009160444019593594,0.005575405566935476,0.00556565594485825,0.006411603733493365,0.02285875942496629,0.3059619287443237,0.8542302406999515,8.906342352726238,0.4146140754691845,1.7661290821426243,0.22998237609863637,1.2760009765625,17.219970703125,1.03564453125,4.6660003662109375,-0.025814056396480822,0.22800064086914062,4.55999755859375,1.3172760009765625,1.138000488281243
15,2017-01-25,28.60233497619629,41.82600021362305,835.6699829101562,208.5588836669922,50.89400100708008,0.0159206181699858,0.017119754327643122,0.0143226332587707,0.008655710431757502,-0.000549858164311301,0.28100826209598656,0.6922901886308573,10.350485656476272,0.8184959173108941,1.9281423274256582,0.6500492095947301,2.0310020446777344,30.8800048828125,2.82537841796875,4.920001983642578,0.4482307434081996,0.7039985656738281,11.79998779296875,1.78973388671875,-0.0279998779296875
16,2017-01-26,28.61641502380371,41.95750045776367,832.1500244140625,208.34083557128903,50.50199890136719,0.000492269166805448,0.0031439832513029398,-0.004212139442696938,-0.001045498958708091,-0.007702324398868865,0.2495443449858326,0.689231829762339,11.010368695468873,1.0005899711717685,1.9501268616686482,0.5139350891113281,2.006500244140625,24.24005126953125,2.025909423828125,4.555999755859375,0.014080047607421875,0.131500244140625,-3.51995849609375,-0.21804809570315342,-0.3920021057128906
