Code-EOD,Country-EOD,Currency-EOD,Exchange-EOD,ISIN,Name-EOD,Type-EOD,previousClose-EOD,previousCloseDate-EOD,country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
FYI,Australia,AUD,AU,AU000000FYI5,FYI Resources Ltd,Common Stock,0.18,2022-08-03,australia,FYI Resources Ltd,FYI Resources Ltd,AUD,FYI,equity,FYI RESOURCES LTD,Basic Materials,FYI RESOURCES LTD,FYI,FYI,Australia,ASX,AUD
3647,Japan,JPY,TSE,JP3300950007,G Three Holdings Corp,Common Stock,272.0,2022-08-03,japan,G Three,G Three Holdings Corp,JPY,3647,equity,G THREE HOLDINGS CORP,Energy,G THREE HOLDINGS CORP,3647,3647,Japan,TSEJ,JPY
7508,Japan,JPY,TSE,JP3172450003,G-7 Holdings Inc,Common Stock,1410.0,2022-08-03,japan,G-7 Holdings,G-7 Holdings Inc,JPY,7508,equity,G-7 HOLDINGS INC,"Consumer, Cyclical",G-7 HOLDINGS INC,7508,7508,Japan,TSEJ,JPY
GOSS,Israel,ILA,TA,IL0011562803,G1 Secure Solutions Ltd,Common Stock,485.0,2022-08-03,israel,G1 Secure,G1 Secure Solutions Ltd,ILS,GOSS,equity,G1 SECURE SOLUTIONS LTD,"Consumer, Non-cyclical",G1 SECURE SOLUTIONS LTD,GOSS,GOSS,Israel,TASE,ILS
GBU,Canada,CAD,V,CA3619701061,Gabriel Resources Ltd,Common Stock,0.21,2022-08-02,canada,Gabriel Resources,Gabriel Resources Ltd,CAD,GBU,equity,GABRIEL RESOURCES LTD,Basic Materials,GABRIEL RESOURCES LTD,GBU,GBU,Canada,VENTURE,CAD
GAIA,USA,USD,US,US36269P1049,Gaia Inc,Common Stock,3.44,2022-08-02,united states,Gaia Inc,Gaia Inc,USD,GAIA,equity,GAIA INC,"Consumer, Cyclical",GAIA INC,NMS,GAIA,,,
9470,Japan,JPY,TSE,JP3234200008,Gakken Holdings Co Ltd,Common Stock,929.0,2022-08-03,japan,Gakken Holdings,Gakken Holdings Co Ltd,JPY,9470,equity,GAKKEN HOLDINGS CO LTD,"Consumer, Non-cyclical",GAKKEN HOLDINGS CO LTD,9470,9470,Japan,TSEJ,JPY
2301,Japan,JPY,TSE,JP3234400004,Gakujo Co Ltd,Common Stock,1070.0,2022-08-03,japan,Gakujo Co Ltd,Gakujo Co Ltd,JPY,2301,equity,GAKUJO CO LTD,"Consumer, Non-cyclical",GAKUJO CO LTD,2301,2301,Japan,TSEJ,JPY
G1A,Australia,AUD,AU,AU000000G1A1,Galena Mining Ltd,Common Stock,0.14,2022-08-03,australia,Galena Mining,Galena Mining Ltd,AUD,G1A,equity,GALENA MINING LTD,Basic Materials,GALENA MINING LTD,G1A,G1A,Australia,ASX,AUD
GLL,Australia,AUD,AU,AU000000GLL4,Galilee Energy Ltd,Common Stock,0.295,2022-08-03,australia,Galilee Energy Ltd,Galilee Energy Ltd,AUD,GLL,equity,GALILEE ENERGY LTD,Energy,GALILEE ENERGY LTD,GLL,GLL,Australia,ASX,AUD
GLR,UK,GBX,LSE,GB00B115T142,Galileo Resources Plc,Common Stock,0.925,2022-08-03,united kingdom,Galileo,Galileo Resources Plc,GBP,GLR,equity,GALILEO RESOURCES PLC,Basic Materials,GALILEO RESOURCES PLC,ASQ1,GLR,United Kingdom,LSE,GBP
GWM,Canada,CAD,V,CA3645852086,Galway Metals Inc.,Common Stock,0.445,2022-08-02,canada,Galway Metals Inc.,Galway Metals Inc.,CAD,GWM,equity,GALWAY METALS INC,Basic Materials,GALWAY METALS INC,GWM,GWM,,,
GBL,USA,USD,US,US3614381040,Gamco Investors Inc,Common Stock,20.76,2022-08-02,united states,Gamco,Gamco Investors Inc,USD,GBL,equity,GAMCO INVESTORS INC-A,Financial,GAMCO INVESTORS INC-A,GBL,GBL,,,
6249,Japan,JPY,TSE,JP3282270002,Gamecard Joyco Holdings Inc,Common Stock,1010.0,2022-08-03,japan,Gamecard Joyco,Gamecard Joyco Holdings Inc,JPY,6249,equity,GAMECARD-JOYCO HOLDINGS INC,"Consumer, Cyclical",GAMECARD-JOYCO HOLDINGS INC,6249,6249,Japan,TSEJ,JPY
GME,USA,USD,US,US36467W1099,GameStop Corp,Common Stock,35.84,2022-08-02,united states,GameStop Corp,GameStop Corp,USD,GME,equity,GAMESTOP CORP,,,,,,,
GPS,USA,USD,US,US3647601083,Gap Inc,Common Stock,9.51,2022-08-02,mexico,Gap,Gap Inc,MXN,GPS,equity,GAP INC,,,,,,,
GGI,Canada,CAD,V,CA3660441054,Garibaldi Resources Corp.,Common Stock,0.455,2022-08-02,canada,Garibaldi Resources Corp.,Garibaldi Resources Corp.,CAD,GGI,equity,GARIBALDI RESOURCES CORP.,Basic Materials,GARIBALDI RESOURCES CORP.,GGI,GGI,Canada,VENTURE,CAD
GRMN,USA,USD,US,CH0114405324,Garmin Ltd,Common Stock,96.48,2022-08-02,united states,Garmin,Garmin Ltd,USD,GRMN,equity,GARMIN LTD,Industrial,GARMIN LTD,GRMN,GRMN,,,
GTX,USA,USD,US,US3665051054,Garrett Motion Inc,Common Stock,6.75,2022-08-02,united states,Garrett Motion,Garrett Motion Inc,USD,GTX,equity,GARRETT MOTION INC,"Consumer, Cyclical",GARRETT MOTION INC,NMS,GTX,,,
IT,USA,USD,US,US3666511072,Gartner Inc,Common Stock,289.69,2022-08-02,united states,Gartner,Gartner Inc,USD,IT,equity,GARTNER INC,"Consumer, Non-cyclical",GARTNER INC,IT,IT,,,
ALBI,France,EUR,PA,FR0000124414,Gascogne SA,Common Stock,3.6,2022-08-03,france,Gascogne,Gascogne SA,EUR,ALBI,equity,GASCOGNE,Basic Materials,GASCOGNE,ALBI,ALBI,France,SBF,EUR
GCY,Australia,AUD,AU,AU000000GCY6,Gascoyne Resources Ltd,Common Stock,0.245,2022-08-03,australia,Gascoyne Resources Ltd,Gascoyne Resources Ltd,AUD,GCY,equity,GASCOYNE RESOURCES LTD,Basic Materials,GASCOYNE RESOURCES LTD,GCY,GCY,Australia,ASX,AUD
GSI,Canada,CAD,V,CA36734X1042,Gatekeeper Systems Inc,Common Stock,0.29,2022-08-02,canada,Gatekeeper Systems Inc,Gatekeeper Systems Inc,CAD,GSI,equity,GATEKEEPER SYSTEMS INC,Industrial,GATEKEEPER SYSTEMS INC,GSI,GSI,Canada,VENTURE,CAD
GATC,UK,GBX,LSE,GB00B1FMDQ43,GATTACA Plc,Common Stock,66.0,2022-08-03,united kingdom,GATTACA,GATTACA Plc,GBP,GATC,equity,GATTACA PLC,"Consumer, Non-cyclical",GATTACA PLC,ASQ1,GATC,United Kingdom,LSE,GBP
GAV,Switzerland,CHF,SW,CH0011003594,Carlo Gavazzi Holding AG,Common Stock,289.0,2022-08-03,switzerland,Carlo Gavazzi Holding AG,Carlo Gavazzi Holding AG,CHF,GAV,equity,GAVAZZI CARLO HOLDING AG-BR,Industrial,GAVAZZI CARLO HOLDING AG-BR,GAV,GAV,Switzerland,EBS,CHF
GZT,Israel,ILA,TA,IL0001260111,Gazit Globe Ltd,Common Stock,1930.0,2022-08-03,israel,Gazit Globe,Gazit Globe Ltd,ILS,GZT,equity,GAZIT-GLOBE LTD,,,,,,,
451,Hong Kong,HKD,HK,BMG3775G1380,GCL New Energy Holdings Ltd,Common Stock,0.132,2022-08-03,hong kong,GCL New Energy Holdings Ltd,GCL New Energy Holdings Ltd,HKD,0451,equity,GCL NEW ENERGY HOLDINGS LTD,,GCL NEW ENERGY HOLDINGS LTD,,0451,Hong Kong,SEHK,HKD
3800,Hong Kong,HKD,HK,KYG3774X1088,GCL-Poly Energy Holdings Ltd,Common Stock,3.12,2022-08-03,hong kong,GCL-Poly Energy,GCL-Poly Energy Holdings Ltd,HKD,3800,equity,GCL POLY ENERGY HOLDINGS LTD,,,,,,,
GCP,USA,USD,US,US36164Y1010,GCP Applied Technologies Inc,Common Stock,31.6,2022-08-02,united states,GCP Applied Tech,GCP Applied Technologies Inc,USD,GCP,equity,GCP APPLIED TECHNOLOGIES,Basic Materials,GCP APPLIED TECHNOLOGIES,GCP,GCP,,,
9991,Japan,JPY,TSE,JP3225500002,Gecoss Corp,Common Stock,822.0,2022-08-03,japan,Gecoss Corp,Gecoss Corp,JPY,9991,equity,GECOSS CORP,"Consumer, Cyclical",GECOSS CORP,9991,9991,Japan,TSEJ,JPY
0175,Hong Kong,HKD,HK,KYG3777B1032,Geely Automobile Holdings Ltd,Common Stock,17.58,2022-08-03,hong kong,Geely Automobile,Geely Automobile Holdings Ltd,HKD,0175,equity,GEELY AUTOMOBILE HOLDINGS LT,,,,,,,
GEMD,UK,GBX,LSE,VGG379591065,Gem Diamonds Ltd,Common Stock,45.0,2022-08-03,united kingdom,GEM Diamonds,Gem Diamonds Ltd,GBP,GEMD,equity,GEM DIAMONDS LTD,Basic Materials,GEM DIAMONDS LTD,SET3,GEMD,United Kingdom,LSE,GBP
174,Hong Kong,HKD,HK,HK0174000890,Gemini Investments Holdings Ltd,Common Stock,0.62,2022-08-03,hong kong,Gemini Investments,Gemini Investments Holdings Ltd,HKD,0174,equity,GEMINI INVESTMENTS HOLDINGS,,,,,,,
GNK,USA,USD,US,MHY2685T1313,Genco Shipping & Trading Ltd,Common Stock,19.18,2022-08-02,united states,Genco Shipping Trading,Genco Shipping & Trading Ltd,USD,GNK,equity,GENCO SHIPPING & TRADING LTD,Industrial,GENCO SHIPPING & TRADING LTD,GNK,GNK,,,
GENC,USA,USD,US,US3686781085,Gencor Industries Inc,Common Stock,9.69,2022-08-02,united states,Gencor,Gencor Industries Inc,USD,GENC,equity,GENCOR INDUSTRIES INC,Industrial,GENCOR INDUSTRIES INC,NMS,GENC,,,
4584,Japan,JPY,TSE,JP3386460004,Kidswell Bio Corporation,Common Stock,236.0,2022-08-03,japan,Gene Techno,Gene Techno Science Co Ltd,JPY,4584,equity,GENE TECHNO SCIENCE CO LTD,,,,,,,
GNRC,USA,USD,US,US3687361044,Generac Holdings Inc,Common Stock,266.65,2022-08-02,united states,Generac,Generac Holdlings Inc,USD,GNRC,equity,GENERAC HOLDINGS INC,Industrial,GENERAC HOLDINGS INC,GNRC,GNRC,,,
GD,USA,USD,US,US3695501086,General Dynamics Corporation,Common Stock,227.04,2022-08-02,mexico,General Dynamics,General Dynamics Corp,MXN,GD,equity,GENERAL DYNAMICS CORP,Industrial,GENERAL DYNAMICS CORP,GD,GD,,,
GEC,UK,USD,LSE,US3696041033,General Electric Company,Common Stock,105.0,2022-08-03,mexico,General Electric,General Electric Company,MXN,GE,equity,GENERAL ELECTRIC CO,,,,,,,
GIS,USA,USD,US,US3703341046,General Mills Inc,Common Stock,75.68,2022-08-02,united states,General Mills,General Mills Inc,USD,GIS,equity,GENERAL MILLS INC,"Consumer, Non-cyclical",GENERAL MILLS INC,GIS,GIS,,,
GNRS,Israel,ILA,TA,IL0011569261,Generation Capital Ltd,Common Stock,127.2,2022-08-03,israel,Generation Capital,Generation Capital Ltd,ILS,GNRS,equity,GENERATION CAPITAL LTD,Financial,GENERATION CAPITAL LTD,GNRS,GNRS,Israel,TASE,ILS
GDG,Australia,AUD,AU,AU0000005126,Generation Development Group Ltd,Common Stock,1.3900000000000001,2022-08-03,australia,Generation Develop,Generation Development Group Ltd,AUD,GDG,equity,GENERATION DEVELOPMENT GROUP,Financial,GENERATION DEVELOPMENT GROUP,GDG,GDG,Australia,ASX,AUD
3195,Japan,JPY,TSE,JP3386510006,Generation Pass Co Ltd,Common Stock,430.0,2022-08-03,japan,Generation Pass,Generation Pass Co Ltd,JPY,3195,equity,GENERATION PASS CO LTD,Communications,GENERATION PASS CO LTD,3195,3195,Japan,TSEJ,JPY
GCO,USA,USD,US,US3715321028,Genesco Inc,Common Stock,56.59,2022-08-02,united states,Genesco,Genesco Inc,USD,GCO,equity,GENESCO INC,"Consumer, Cyclical",GENESCO INC,GCO,GCO,,,
GENN,USA,USD,US,US37185X1063,Genesis Healthcare Inc,Common Stock,0.0031000000000000003,2022-08-02,united states,Genesis Healthcare Inc,Genesis Healthcare Inc,USD,GEN,equity,GENESIS HEALTHCARE INC,,,,,,,
GDC,Canada,CAD,TO,CA37183V1022,Genesis Land Development Corp.,Common Stock,2.18,2022-08-02,canada,Genesis Land Development Corp.,Genesis Land Development Corp.,CAD,GDC,equity,GENESIS LAND DEVELOPMENT CO,Financial,GENESIS LAND DEVELOPMENT CO,GDC,GDC,,,
GTG,Australia,AUD,AU,AU000000GTG7,Genetic Technologies Ltd,Common Stock,0.004,2022-08-03,australia,Genetic Technologies Ltd,Genetic Technologies Ltd,AUD,GTG,equity,GENETIC TECHNOLOGIES LIMITED,"Consumer, Non-cyclical",GENETIC TECHNOLOGIES LIMITED,GTG,GTG,Australia,ASX,AUD
GNE,USA,USD,US,US3722842081,Genie Energy Ltd,Common Stock,10.29,2022-08-02,united states,Genie Energy,Genie Energy Ltd,USD,GNE,equity,GENIE ENERGY LTD-B,Utilities,GENIE ENERGY LTD-B,GNE,GNE,,,
6562,Japan,JPY,TSE,JP3386640001,Geniee Inc,Common Stock,942.0,2022-08-03,japan,Geniee Inc,Geniee Inc,JPY,6562,equity,GENIEE INC,Communications,GENIEE INC,6562,6562,Japan,TSEJ,JPY
676,China,CNY,SHE,CNE000000NN2,Genimous Technology Co Ltd,Common Stock,5.98,2022-08-03,china,Genimous Tech,Genimous Technology Co Ltd,CNY,000676,equity,GENIMOUS TECHNOLOGY CO LT-A,Technology,GENIMOUS TECHNOLOGY CO LT-A,000676,000676,China,SEHKSZSE,CNH
GNUS,USA,USD,US,US37229T3014,Genius Brands International Inc,Common Stock,0.803,2022-08-02,united states,Genius Brands International Inc,Genius Brands International Inc,USD,GNUS,equity,GENIUS BRANDS INTERNATIONAL,Technology,GENIUS BRANDS INTERNATIONAL,SCM,GNUS,,,
1548,Hong Kong,HKD,HK,KYG3825B1059,Genscript Biotech Corp,Common Stock,27.55,2022-08-03,hong kong,Genscript Biotech Corp,Genscript Biotech Corp,HKD,1548,equity,GENSCRIPT BIOTECH CORP,"Consumer, Non-cyclical",GENSCRIPT BIOTECH CORP,1548,1548,Hong Kong,SEHK,HKD
THRM,USA,USD,US,US37253A1034,Gentherm Inc,Common Stock,61.43,2022-08-02,united states,Gentherm,Gentherm Inc,USD,THRM,equity,GENTHERM INC,"Consumer, Cyclical",GENTHERM INC,NMS,THRM,,,
GTK,Australia,AUD,AU,NZGTKE0002S9,Gentrack Group Ltd,Common Stock,1.27,2022-08-03,australia,Gentrack Group Ltd,Gentrack Group Ltd,AUD,GTK,equity,GENTRACK GROUP LTD,Technology,GENTRACK GROUP LTD,GTK,GTK,Australia,ASX,AUD
GPC,USA,USD,US,US3724601055,Genuine Parts Co,Common Stock,150.76,2022-08-02,united states,Genuine Parts,Genuine Parts Co,USD,GPC,equity,GENUINE PARTS CO,"Consumer, Cyclical",GENUINE PARTS CO,GPC,GPC,,,
GNW,USA,USD,US,US37247D1063,Genworth Financial Inc,Common Stock,4.18,2022-08-02,mexico,Genworth,Genworth Financial Inc,MXN,GNW,equity,GENWORTH FINANCIAL INC,,,,,,,
GEO,Canada,CAD,TO,IM00B3RLCZ58,Geodrill Ltd,Common Stock,2.35,2022-08-02,canada,Geodrill Ltd,Geodrill Ltd,CAD,GEO,equity,GEODRILL LTD,Basic Materials,GEODRILL LTD,GEO,GEO,Canada,TSE,CAD
GMA,Canada,CAD,V,CA37252J1057,Geomega Resources Inc,Common Stock,0.23,2022-08-02,canada,Geomega Resources Inc,Geomega Resources Inc,CAD,GMA,equity,GEOMEGA RESOURCES INC,Basic Materials,GEOMEGA RESOURCES INC,GMA,GMA,Canada,VENTURE,CAD
GABC,USA,USD,US,US3738651047,German American Bancorp Inc,Common Stock,37.23,2022-08-02,united states,German American Bancorp,German American Bancorp Inc,USD,GABC,equity,GERMAN AMERICAN BANCORP,Financial,GERMAN AMERICAN BANCORP,NMS,GABC,,,
8100,Hong Kong,HKD,HK,BMG3867N1406,GET Holdings Ltd,Common Stock,0.35000000000000003,2022-08-03,hong kong,GET Holdings,GET Holdings Ltd,HKD,8100,equity,GET HOLDINGS LTD,Technology,GET HOLDINGS LTD,8100,8100,Hong Kong,SEHK,HKD
GTN,Poland,PLN,WAR,PLGSPR000014,Getin Holding SA,Common Stock,1.194,2022-08-03,poland,Getin Holding SA,Getin Holding SA,PLN,GTN,equity,GETIN HOLDING SA,Financial,GETIN HOLDING SA,GTN,GTN,Poland,WSE,PLN
GNB,Poland,PLN,WAR,PLGETBK00012,Getin Noble Bank SA,Common Stock,0.1792,2022-08-03,poland,Getin Noble Bank,Getin Noble Bank SA,PLN,GNB,equity,GETIN NOBLE BANK SA,Financial,GETIN NOBLE BANK SA,GNB,GNB,Poland,WSE,PLN
GTC,Canada,CAD,V,CA3742711045,Getty Copper Inc.,Common Stock,0.035,2022-08-02,canada,Getty Copper Inc.,Getty Copper Inc.,CAD,GTC,equity,GETTY COPPER INC.,Basic Materials,GETTY COPPER INC.,GTC,GTC,Canada,VENTURE,CAD
GEVO,USA,USD,US,US3743964062,Gevo Inc,Common Stock,3.07,2022-08-02,united states,Gevo,Gevo Inc,USD,GEVO,equity,GEVO INC,Energy,GEVO INC,SCM,GEVO,,,
776,China,CNY,SHE,CNE0000008L2,GF Securities Co Ltd,Common Stock,15.11,2022-08-03,china,Gf Securities A,GF Securities Co Ltd,CNY,000776,equity,GF SECURITIES CO LTD-A,Financial,GF SECURITIES CO LTD-A,000776,000776,China,SEHKSZSE,CNH
GFGSF,USA,USD,US,CA36165F1018,GFG Resources Inc,Common Stock,0.10400000000000001,2022-08-02,canada,GFG Resources,GFG Resources Inc,CAD,GFG,equity,GFG RESOURCES INC,Basic Materials,GFG RESOURCES INC,GFG,GFG,Canada,VENTURE,CAD
ROCK,USA,USD,US,US3746891072,Gibraltar Industries Inc,Common Stock,45.81,2022-08-02,united states,Gibraltar Industries,Gibraltar Industries Inc,USD,ROCK,equity,GIBRALTAR INDUSTRIES INC.,Industrial,GIBRALTAR INDUSTRIES INC.,NMS,ROCK,,,
GEI,Canada,CAD,TO,CA3748252069,Gibson Energy Inc.,Common Stock,26.28,2022-08-02,canada,Gibson Energy Inc.,Gibson Energy Inc.,CAD,GEI,equity,GIBSON ENERGY INC,Energy,GIBSON ENERGY INC,GEI,GEI,,,
9279,Japan,JPY,TSE,JP3264860002,Gift Inc,Common Stock,2699.0,2022-08-03,japan,Gift,Gift Inc,JPY,9279,equity,GIFT INC,,,,,,,
1443,Japan,JPY,TSE,JP3264300009,Giken Holdings Co Ltd,Common Stock,216.0,2022-08-03,japan,Giken,Giken Holdings Co Ltd,JPY,1443,equity,GIKEN HOLDINGS CO LTD,Industrial,GIKEN HOLDINGS CO LTD,1443,1443,Japan,TSEJ,JPY
GILT,Israel,ILA,TA,IL0010825102,Gilat Satellite Networks Ltd,Common Stock,2318.0,2022-08-03,united states,Gilat,Gilat Satellite Networks Ltd,USD,GILT,equity,GILAT SATELLITE NETWORKS LTD,Communications,GILAT SATELLITE NETWORKS LTD,NMS,GILT,,,
GIL,USA,USD,US,CA3759161035,Gildan Activewear Inc.,Common Stock,28.88,2022-08-02,canada,Gildan Activewear,Gildan Activewear Inc.,CAD,GIL,equity,GILDAN ACTIVEWEAR INC,"Consumer, Cyclical",GILDAN ACTIVEWEAR INC,GIL,GIL,,,
GILD,USA,USD,US,US3755581036,Gilead Sciences Inc,Common Stock,59.54,2022-08-02,mexico,Gilead,Gilead Sciences Inc,MXN,GILD,equity,GILEAD SCIENCES INC,,,,,,,
600080,China,CNY,SHG,CNE000000QQ8,Ginwa Enterprise Group Inc,Common Stock,7.53,2022-08-03,china,Ginwa Enterprise,Ginwa Enterprise Group Inc,CNY,600080,equity,GINWA ENTERPRISE GROUP INC-A,"Consumer, Non-cyclical",GINWA ENTERPRISE GROUP INC-A,600080,600080,China,SEHKNTL,CNH
709,Hong Kong,HKD,HK,BMG6901M1010,Giordano International Ltd,Common Stock,1.8399999999999999,2022-08-03,hong kong,Giordano Int,Giordano International Ltd,HKD,0709,equity,GIORDANO INTERNATIONAL LTD,,GIORDANO INTERNATIONAL LTD,,0709,Hong Kong,SEHK,HKD
EMM,Canada,CAD,V,CA37637H1055,Giyani Metals Corp,Common Stock,0.29,2022-08-02,canada,Giyani Metals,Giyani Metals Corp,CAD,EMM,equity,GIYANI METALS CORP,Energy,GIYANI METALS CORP,EMM,EMM,Canada,VENTURE,CAD
7705,Japan,JPY,TSE,JP3385850007,GL Sciences Inc,Common Stock,2400.0,2022-08-03,japan,GL Sciences,GL Sciences Inc,JPY,7705,equity,GL SCIENCES INC,Industrial,GL SCIENCES INC,7705,7705,Japan,TSEJ,JPY
GBCI,USA,USD,US,US37637Q1058,Glacier Bancorp Inc,Common Stock,50.15,2022-08-02,united states,Glacier,Glacier Bancorp Inc,USD,GBCI,equity,GLACIER BANCORP INC,Financial,GLACIER BANCORP INC,GBCI,GBCI,,,
GVC,Canada,CAD,TO,CA3763941026,Glacier Media Inc.,Common Stock,0.38,2022-08-02,canada,Glacier Media Inc.,Glacier Media Inc.,CAD,GVC,equity,GLACIER MEDIA INC,Communications,GLACIER MEDIA INC,GVC,GVC,,,
GLBZ,USA,USD,US,US3774071019,Glen Burnie Bancorp,Common Stock,10.15,2022-08-02,united states,Glen Burnie,Glen Burnie Bancorp,USD,GLBZ,equity,GLEN BURNIE BANCORP,Financial,GLEN BURNIE BANCORP,SCM,GLBZ,,,
GER,Canada,CAD,V,CA3774561086,Glen Eagle Resources Inc,Common Stock,0.045,2022-08-02,canada,Glen Eagle Resources Inc,Glen Eagle Resources Inc,CAD,GER,equity,GLEN EAGLE RESOURCES INC,Basic Materials,GLEN EAGLE RESOURCES INC,GER,GER,Canada,VENTURE,CAD
GVR,Ireland,EUR,IR,IE00BD6JX574,Glenveagh Properties PLC,Common Stock,1.078,2022-08-03,ireland,Glenveagh Properties,Glenveagh Properties PLC,EUR,GLV,equity,GLENVEAGH PROPERTIES PLC,"Consumer, Cyclical",GLENVEAGH PROPERTIES PLC,SSMU,GLV,,LSE,EUR
GLE,Australia,AUD,AU,AU000000GLE9,GLG Corp Ltd,Common Stock,0.27,2022-08-03,australia,GLG Corp Ltd,GLG Corp Ltd,AUD,GLE,equity,GLG CORP LTD,"Consumer, Cyclical",GLG CORP LTD,GLE,GLE,Australia,ASX,AUD
GBML,Canada,CAD,V,CA37958K1093,Global Battery Metals Ltd,Common Stock,0.1,2022-08-02,canada,Global Battery,Global Battery Metals Ltd,CAD,GBML,equity,GLOBAL BATTERY METALS LTD,Basic Materials,GLOBAL BATTERY METALS LTD,GBML,GBML,Canada,VENTURE,CAD
GBT,USA,USD,US,US37890U1088,Global Blood Therapeutics Inc,Common Stock,32.93,2022-08-02,united states,Global Blood Therapeutics Inc,Global Blood Therapeutics Inc,USD,GBT,equity,GLOBAL BLOOD THERAPEUTICS IN,"Consumer, Non-cyclical",GLOBAL BLOOD THERAPEUTICS IN,NMS,GBT,,,
8271,Hong Kong,HKD,HK,BMG4046D1020,Global Digital Creations Holdings Ltd,Common Stock,0.105,2022-08-03,hong kong,Global Digital Creations,Global Digital Creations Holdings Ltd,HKD,8271,equity,GLOBAL DIGITAL CREATIONS HOL,Financial,GLOBAL DIGITAL CREATIONS HOL,8271,8271,,,
7559,Japan,JPY,TSE,JP3385830009,Global Food Creators Co Ltd,Common Stock,1370.0,2022-08-03,japan,Global Food Creators,Global Food Creators Co Ltd,JPY,7559,equity,GLOBAL FOOD CREATORS CO LTD,"Consumer, Non-cyclical",GLOBAL FOOD CREATORS CO LTD,7559,7559,Japan,TSEJ,JPY
GNL,USA,USD,US,US3793782018,Global Net Lease Inc,Common Stock,14.89,2022-08-02,united states,Global Net Lease,Global Net Lease Inc,USD,GNL,equity,GLOBAL NET LEASE INC,Financial,GLOBAL NET LEASE INC,GNL,GNL,,,
GPN,USA,USD,US,US37940X1028,Global Payments Inc,Common Stock,126.45,2022-08-02,united states,Global Payments,Global Payments Inc,USD,GPN,equity,GLOBAL PAYMENTS INC,"Consumer, Non-cyclical",GLOBAL PAYMENTS INC,GPN,GPN,,,
SELF,USA,USD,US,US37955N1063,Global Self Storage Inc,Common Stock,5.52,2022-08-02,united states,Global Self Storage,Global Self Storage Inc,USD,SELF,equity,GLOBAL SELF STORAGE INC,Financial,GLOBAL SELF STORAGE INC,SCM,SELF,,,
GVF,Australia,AUD,AU,AU000000GVF5,Global Value Fund Ltd,Common Stock,1.155,2022-08-03,australia,Global Value Fund Ltd,Global Value Fund Ltd,AUD,GVF,equity,GLOBAL VALUE FUND LTD,,GLOBAL VALUE FUND LTD,GVF,GVF,Australia,ASX,AUD
KRMA,USA,USD,US,US37954Y7316,Global X Conscious Companies ETF,ETF,29.12,2022-08-02,united states,Global X Conscious Companies,Global X Conscious Companies,USD,KRMA,equity,GLOBAL X CONSCIOUS COMPANIES,,GLOBAL X CONSCIOUS COMPANIES,NMS,KRMA,,,
GSAT,USA,USD,US,US3789734080,Globalstar Inc,Common Stock,1.4,2022-08-02,united states,Globalstar Inc,Globalstar Inc,USD,GSAT,equity,GLOBALSTAR INC,Communications,GLOBALSTAR INC,GSAT,GSAT,,,
3936,Japan,JPY,TSE,JP3274310006,Globalway Inc,Common Stock,335.0,2022-08-03,japan,Globalway,Globalway Inc,JPY,3936,equity,GLOBALWAY INC,Technology,GLOBALWAY INC,3936,3936,Japan,TSEJ,JPY
GLB,Australia,AUD,AU,AU000000GLB5,Globe International Ltd,Common Stock,4.8,2022-08-03,australia,Globe International Ltd,Globe International Ltd,AUD,GLB,equity,GLOBE INTERNATIONAL LIMITED,"Consumer, Cyclical",GLOBE INTERNATIONAL LIMITED,GLB,GLB,Australia,ASX,AUD
7990,Japan,JPY,TSE,JP3503800009,Globeride Inc,Common Stock,2261.0,2022-08-03,japan,Globeride Inc,Globeride Inc,JPY,7990,equity,GLOBERIDE INC,"Consumer, Cyclical",GLOBERIDE INC,7990,7990,Japan,TSEJ,JPY
GMX,Canada,CAD,TO,CA3799005093,Globex Mining Enterprises Inc.,Common Stock,0.89,2022-08-02,canada,Globex Mining Enterprises Inc.,Globex Mining Enterprises Inc.,CAD,GMX,equity,GLOBEX MINING ENTERPRISES,Basic Materials,GLOBEX MINING ENTERPRISES,GMX,GMX,,,
845,Hong Kong,HKD,HK,KYG3940K1058,Glorious Property Holdings Ltd,Common Stock,0.138,2022-08-03,hong kong,Glorious Property,Glorious Property Holdings Ltd,HKD,0845,equity,GLORIOUS PROPERTY HOLDINGS,,,,,,,
393,Hong Kong,HKD,HK,BMG3939X1002,Glorious Sun Enterprises Ltd,Common Stock,0.76,2022-08-03,hong kong,Glorious Sun Enterprises,Glorious Sun Enterprises Ltd,HKD,0393,equity,GLORIOUS SUN ENTERPRISES LTD,,GLORIOUS SUN ENTERPRISES LTD,,0393,Hong Kong,SEHK,HKD
8059,Hong Kong,HKD,HK,KYG394011079,Glory Flame Holdings Ltd,Common Stock,0.027,2022-08-03,hong kong,Glory Flame,Glory Flame Holdings Ltd,HKD,8059,equity,GLORY FLAME HOLDINGS LTD,Industrial,GLORY FLAME HOLDINGS LTD,8059,8059,Hong Kong,SEHK,HKD
6457,Japan,JPY,TSE,JP3274400005,Glory Ltd,Common Stock,2224.0,2022-08-03,japan,Glory Ltd,Glory Ltd,JPY,6457,equity,GLORY LTD,Industrial,GLORY LTD,6457,6457,Japan,TSEJ,JPY
