Code,Country,Currency,Exchange,ISIN,Name,Type,previousClose,previousCloseDate
ALYA,Canada,CAD,TO,CA01643B1067,Alithya Group inc Class A,Common Stock,2.75,2022-07-21
ALKALI,India,INR,NSE,INE773I01017,Alkali Metals Limited,Common Stock,80.7,2022-07-21
ALKEM,India,INR,NSE,INE540L01014,Alkem Laboratories Limited,Common Stock,3214.95,2022-07-21
ALKS,USA,USD,US,IE00B56GVS15,Alkermes Plc,Common Stock,29.05,2022-07-21
ALKYLAMINE,India,INR,NSE,INE150B01039,Alkyl Amines Chemicals Limited,Common Stock,2801.7,2022-07-21
A1OS,Germany,EUR,XETRA,DE0005110001,All For One Steeb AG,Common Stock,53.2,2022-07-21
ALLCARGO,India,INR,NSE,INE418H01029,Allcargo Logistics Limited,Common Stock,283.6,2022-07-21
ATI,USA,USD,US,US01741R1023,Allegheny Technologies Incorporated,Common Stock,23.68,2022-07-21
AHQ,Australia,AUD,AU,AU000000AHQ4,Allegiance Coal Ltd,Common Stock,0.125,2022-07-21
ALGT,USA,USD,US,US01748X1028,Allegiant Travel Company,Common Stock,118.76,2022-07-21
AGY,UK,GBX,LSE,GB00B02LCQ05,Allergy Therapeutics,Common Stock,18.25,2022-07-21
AGY,Australia,AUD,AU,AU000000AGY0,Argosy Minerals Ltd,Common Stock,0.37,2022-07-21
AQZ,Australia,AUD,AU,AU000000AQZ6,Alliance Aviation Services Ltd,Common Stock,3.43,2022-07-21
ALM,Spain,EUR,MC,ES0157097017,Almirall,Common Stock,10.34,2022-07-21
ARLP,USA,USD,US,US01877R1086,Alliance Resource Partners LP,Common Stock,20.56,2022-07-21
AGS,Australia,AUD,AU,AU000000AGS2,Alliance Resources Ltd,Common Stock,0.17500000000000002,2022-07-19
AGS,Singapore,SGD,SG,SG1AE9000009,The Hour Glass Limited,Common Stock,2.1,2022-07-21
ATST,UK,GBX,LSE,GB00B11V7W98,Alliance Trust PLC,Common Stock,960.0,2022-07-21
ATT,UK,GBX,LSE,GB00BNG2M159,Allianz Technology Trust PLC,Common Stock,235.0,2022-07-21
ACV,Singapore,SGD,SG,SG1AA5000001,Frasers Hospitality Trust,Common Stock,0.7000000000000001,2022-07-21
ALMD,Israel,ILA,TA,IL0011014508,Allmed Solutions Ltd,Common Stock,39.5,2022-07-21
ALLT,Israel,ILA,TA,IL0010996549,Allot Communications Ltd,Common Stock,1829.0,2022-07-21
ALLN,Switzerland,CHF,SW,CH0008837566,Allreal Holding,Common Stock,158.8,2022-07-21
MDRX,USA,USD,US,US01988P1084,Allscripts Healthcare Solutions Inc,Common Stock,14.84,2022-07-21
ALLSEC,India,INR,NSE,INE835G01018,Allsec Technologies Limited,Common Stock,435.05,2022-07-21
ALL,USA,USD,US,US0200021014,Allstate Corp,Common Stock,115.9,2022-07-21
ALMA,Finland,EUR,HE,FI0009013114,Alma Media Oyj,Common Stock,10.14,2022-07-21
ALMONDZ,India,INR,NSE,INE326B01027,Almondz Global Securities Limited,Common Stock,85.85,2022-07-21
ALNY,USA,USD,US,US02043Q1076,Alnylam Pharmaceuticals Inc,Common Stock,147.2,2022-07-21
ALGS,Israel,ILA,TA,IL0011176885,Alon Natural Gas Exploration Ltd,Common Stock,2877.0,2022-07-21
ALHE,Israel,ILA,TA,IL0003900136,Alony Hetz Properties and Investments Ltd,Common Stock,4954.0,2022-07-21
ALPA,India,INR,NSE,INE385I01010,Alpa Laboratories Limited,Common Stock,62.3,2022-07-21
3028,Japan,JPY,TSE,JP3126470008,Alpen Co Ltd,Common Stock,2131.0,2022-07-21
AFX,UK,GBX,LSE,GB00BF1TM596,Alpha FX Group PLC,Common Stock,1740.0,2022-07-21
AFX,Germany,EUR,XETRA,DE0005313704,Carl Zeiss Meditec AG,Common Stock,137.4,2022-07-21
3322,Japan,JPY,TSE,JP3126370000,Alpha Group Inc,Common Stock,694.0,2022-07-21
ALGW,UK,GBX,LSE,GB00BYWKBC49,Alpha Growth PLC,Common Stock,1.9,2022-07-21
GOOGL,USA,USD,US,US02079K3059,Alphabet Inc Class A,Common Stock,114.34,2022-07-21
APH,South Africa,ZAC,JSE,MU0456S00006,Alphamin Res,Common Stock,1000.0,2022-07-21
ATEC,USA,USD,US,US02081G2012,Alphatec Holdings Inc,Common Stock,7.38,2022-07-21
ALPN,USA,USD,US,US02083G1004,Alpine Immune Sciences Inc,Common Stock,9.04,2022-07-21
ALPN,USA,USD,US,US02083G1004,Alpine Immune Sciences Inc,Common Stock,9.04,2022-07-21
6770,Japan,JPY,TSE,JP3126400005,Alps Electric Co. Ltd.,Common Stock,1350.0,2022-07-21
ALRPR,Israel,ILA,TA,IL0003870198,Alrov Properties & Lodgings Ltd,Common Stock,19150.0,2022-07-21
AOX,Germany,EUR,XETRA,DE000A0LD2U1,alstria office REIT-AG,Common Stock,11.22,2022-07-21
AVX,Singapore,SGD,SG,SG1AI6000003,HL Global Enterprises Limited,Common Stock,0.23500000000000001,2022-07-21
4641,Japan,JPY,TSE,JP3126350002,Altech Corp,Common Stock,1866.0,2022-07-21
ATE,France,EUR,PA,FR0000071946,Alten SA,Common Stock,124.1,2022-07-21
ATH,Australia,AUD,AU,AU0000043945,Alterity Therapeutics Ltd,Common Stock,0.016,2022-07-21
ATH,Canada,CAD,TO,CA04682R1073,Athabasca Oil Corp,Common Stock,2.14,2022-07-21
1AG,Australia,AUD,AU,AU0000001AG5,Alterra Ltd,Common Stock,0.015,2022-07-21
AGH,Australia,AUD,AU,AU0000022774,Althea Group Holdings Ltd,Common Stock,0.135,2022-07-21
ALT,UK,GBX,LSE,GB00B0LSFV82,Altitude Group Plc,Common Stock,21.5,2022-07-21
ALT,Australia,AUD,AU,AU000000ALT0,Analytica Ltd,Common Stock,0.001,2022-07-21
APN,South Africa,ZAC,JSE,ZAE000066692,Aspen Pharmacare Holdings Ltd,Common Stock,15189.0,2022-07-21
3672,Japan,JPY,TSE,JP3201800004,AltPlus Inc,Common Stock,371.0,2022-07-21
AIMC,USA,USD,US,US02208R1068,Altra Holdings Inc,Common Stock,37.41,2022-07-21
MO,USA,USD,US,US02209S1033,Altria Group,Common Stock,42.77,2022-07-21
ATUUF,USA,USD,US,CA02210D1033,Altura Energy Inc,Common Stock,1.6,2022-07-21
ATU,Australia,AUD,AU,AU000000ATU1,Atrum Coal NL,Common Stock,0.007,2022-07-21
AWC,Australia,AUD,AU,AU000000AWC3,Alumina Ltd,Common Stock,1.425,2022-07-21
AWC,Singapore,SGD,SG,SG1AI8000001,Brook Crompton Holdings Ltd,Common Stock,0.6000000000000001,2022-07-20
2600,Hong Kong,HKD,HK,CNE1000001T8,Aluminum Corp of China Ltd,Common Stock,2.83,2022-07-21
6113,Japan,JPY,TSE,JP3122800000,Amada Co. Ltd.,Common Stock,1070.0,2022-07-21
AAD,Germany,EUR,XETRA,DE0005093108,Amadeus Fire AG,Common Stock,127.6,2022-07-21
2402,Japan,JPY,TSE,JP3124200001,Amana inc,Common Stock,581.0,2022-07-21
ANL,Australia,AUD,AU,AU000000ANL3,Amani Gold Ltd,Common Stock,0.001,2022-07-21
6436,Japan,JPY,TSE,JP3124400007,Amano Corp,Common Stock,2547.0,2022-07-21
A34,Singapore,SGD,SG,SG1F08854688,Amara Holdings Limited,Common Stock,0.335,2022-07-21
AMARAJABAT,India,INR,NSE,INE885A01032,Amara Raja Batteries Limited,Common Stock,482.1,2022-07-21
MLAAH,France,EUR,PA,NL0010273694,Amatheon Agri Holding NV,Common Stock,0.0675,2022-07-21
AMZN,USA,USD,US,US0231351067,Amazon.com Inc,Common Stock,124.63,2022-07-21
AMBER,India,INR,NSE,INE371P01015,Amber Enterprises India Limited,Common Stock,2520.25,2022-07-21
AMBIKCO,India,INR,NSE,INE540G01014,Ambika Cotton Mills Limited,Common Stock,1700.75,2022-07-21
3300,Japan,JPY,TSE,JP3128650003,Ambition Corporation,Common Stock,558.0,2022-07-21
AMBUJACEM,India,INR,NSE,INE079A01024,Ambuja Cements Limited,Common Stock,370.75,2022-07-21
AMH,Australia,AUD,AU,AU000000AMH3,AMCIL Ltd,Common Stock,1.152,2022-07-21
AMED,USA,USD,US,US0234361089,Amedisys Inc,Common Stock,129.61,2022-07-21
AEE,USA,USD,US,US0236081024,Ameren Corp,Common Stock,86.31,2022-07-21
ATAX,USA,USD,US,US02364V2060,America First Tax Exempt Investors,Common Stock,19.3,2022-07-21
AMOV,USA,USD,US,US02364W2044,America Movil SAB de CV ADR Class A,Common Stock,18.23,2022-07-21
GNOW,USA,USD,US,US02505A2024,American Caresource Holdings Inc,Common Stock,0.0001,2022-07-21
AEP,USA,USD,US,US0255371017,American Electric Power Company Inc,Common Stock,92.79,2022-07-21
AXP,USA,USD,US,US0258161092,American Express Company,Common Stock,150.18,2022-07-21
AFG,USA,USD,US,US0259321042,Aquatic Foods Group plc,Common Stock,134.07,2022-07-21
AFG,Australia,AUD,AU,AU000000AFG9,Australian Finance Group Ltd,Common Stock,1.82,2022-07-21
AIG,USA,USD,US,US0268747849,American International Group Inc,Common Stock,51.63,2022-07-21
APEI,USA,USD,US,US02913V1035,American Public Education Inc,Common Stock,16.09,2022-07-21
ARL,Australia,AUD,AU,AU000000ARL4,Ardea Resources Ltd,Common Stock,1.1400000000000001,2022-07-21
ARL,South Africa,ZAC,JSE,ZAE000029757,Astral,Common Stock,19627.0,2022-07-21
ARA,Australia,AUD,AU,AU000000ARA7,Ariadne Australia Ltd,Common Stock,0.7000000000000001,2022-07-21
AMSC,USA,USD,US,US0301112076,American Superconductor Corporation,Common Stock,5.28,2022-07-21
AMSC,USA,USD,US,US0301112076,American Superconductor Corporation,Common Stock,5.28,2022-07-21
AMSWA,USA,USD,US,US0296831094,American Software Inc,Common Stock,17.58,2022-07-21
AMT,USA,USD,US,US03027X1000,American Tower Corp,Common Stock,255.4,2022-07-21
AMWD,USA,USD,US,US0305061097,American Woodmark Corporation,Common Stock,47.88,2022-07-21
AMP,USA,USD,US,US03076C1062,Ameriprise Financial Inc,Common Stock,245.34,2022-07-21
ABCB,USA,USD,US,US03076K1088,Ameris Bancorp,Common Stock,42.53,2022-07-21
AMSF,USA,USD,US,US03071H1005,AMERISAFE Inc,Common Stock,47.32,2022-07-21
ASRV,USA,USD,US,US03074A1025,AmeriServ Financial Inc,Common Stock,3.9,2022-07-21
ABC,USA,USD,US,US03073E1055,AmerisourceBergen,Common Stock,142.14,2022-07-21
ATLO,USA,USD,US,US0310011004,Ames National Corporation,Common Stock,22.18,2022-07-21
AMGN,USA,USD,US,US0311621009,Amgen Inc,Common Stock,245.78,2022-07-21
FOLD,USA,USD,US,US03152W1099,Amicus Therapeutics Inc,Common Stock,10.91,2022-07-21
AMGO,UK,GBX,LSE,GB00BFFK8T45,Amigo Holdings PLC,Common Stock,3.8,2022-07-21
AEX,UK,GBX,LSE,IE0003073255,Aminex PLC,Common Stock,0.75,2022-07-21
2195,Japan,JPY,TSE,JP3124440003,Amita Holdings Co Ltd,Common Stock,1975.0,2022-07-21
AMKR,USA,USD,US,US0316521006,Amkor Technology Inc,Common Stock,19.24,2022-07-21
AMOT,USA,USD,US,US0193301092,Allied Motion Technologies Inc,Common Stock,25.88,2022-07-21
APH,USA,USD,US,US0320951017,Amphenol Corporation,Common Stock,69.95,2022-07-21
ATX,Australia,AUD,AU,AU0000023822,Amplia Therapeutics Ltd,Common Stock,0.095,2022-07-21
AMP,Italy,EUR,MI,IT0004056880,Amplifon S.p.A,Common Stock,30.66,2022-07-21
EAT,Poland,PLN,WAR,ES0105375002,AmRest Holdings SE,Common Stock,18.0,2022-07-21
AMRUTANJAN,India,INR,NSE,INE098F01031,Amrutanjan Health Care Limited,Common Stock,774.55,2022-07-21
ACOMO,Netherlands,EUR,AS,NL0000313286,Amsterdam Commodities NV,Common Stock,22.5,2022-07-21
ASYS,USA,USD,US,US0323325045,Amtech Systems Inc,Common Stock,7.7,2022-07-21
AMRS,USA,USD,US,US03236M2008,Amyris Inc,Common Stock,2.25,2022-07-21
9202,Japan,JPY,TSE,JP3429800000,ANA Holdings Inc,Common Stock,2437.0,2022-07-21
ADI,USA,USD,US,US0326541051,Analog Devices Inc,Common Stock,165.19,2022-07-21
ANLT,Israel,ILA,TA,IL0010806136,Analyst IMS Investment Management Services Ltd,Common Stock,3550.0,2022-07-21
ANANTRAJ,India,INR,NSE,INE242C01024,Anant Raj Limited,Common Stock,71.2,2022-07-21
ANR,Australia,AUD,AU,AU000000ANR0,Anatara Lifesciences Ltd,Common Stock,0.065,2022-07-21
AMCF,USA,USD,US,US67086W1053,Andatee China Marine Fuel Services,Common Stock,0.0001,2022-07-21
AAU,UK,GBX,LSE,GB00B085SD50,Ariana Resources plc,Common Stock,3.1,2022-07-21
ANDE,USA,USD,US,US0341641035,The Andersons Inc,Common Stock,32.24,2022-07-21
ANDHRAPAP,India,INR,NSE,INE435A01028,ANDHRA PAPER LIMITED,Common Stock,333.5,2022-07-21
ANDHRSUGAR,India,INR,NSE,INE715B01021,The Andhra Sugars Limited,Common Stock,137.3,2022-07-21
ASY,UK,GBX,LSE,GB0002684552,Andrews Sykes Group plc,Common Stock,490.0,2022-07-21
6381,Japan,JPY,TSE,JP3122450004,Anest Iwata Corp,Common Stock,957.0,2022-07-21
ANX,UK,GBX,LSE,GB00BF2G3L29,Anexo Group Plc,Common Stock,133.0,2022-07-21
898,China,CNY,SHE,CNE000000SQ4,Angang Steel Co Ltd Class A,Common Stock,3.04,2022-07-21
600298,China,CNY,SHG,CNE0000014G0,Angel Yeast Co Ltd,Common Stock,44.67,2022-07-21
4563,Japan,JPY,TSE,JP3127700007,AnGes Inc,Common Stock,397.0,2022-07-21
AYM,UK,GBX,LSE,GB0000320472,Anglesey Mining,Common Stock,3.0,2022-07-21
AAZ,UK,GBX,LSE,GB00B0C18177,Anglo Asian Mining Plc,Common Stock,80.5,2022-07-21
APF,UK,GBX,LSE,GB0006449366,Anglo Pacific Group,Common Stock,148.6,2022-07-21
ANH,South Africa,ZAC,JSE,BE0974293251,Anheuser Busch Inbev SA NV,Common Stock,92655.0,2022-07-21
600199,China,CNY,SHG,CNE000000X61,Anhui Golden Seed Winery Co Ltd,Common Stock,26.38,2022-07-21
596,China,CNY,SHE,CNE000000MD5,Anhui Gujing Distillery Co Ltd,Common Stock,235.03,2022-07-21
600761,China,CNY,SHG,CNE000000MM6,Anhui Heli Co Ltd,Common Stock,11.58,2022-07-21
600470,China,CNY,SHG,CNE000001GV7,Anhui Liuguo Chemical Co Ltd,Common Stock,7.86,2022-07-21
600218,China,CNY,SHG,CNE000000XW2,Anhui Quanchai Engine Co Ltd,Common Stock,10.84,2022-07-21
600318,China,CNY,SHG,CNE0000015Q6,Anhui Xinli Finance Co Ltd,Common Stock,7.24,2022-07-21
603198,China,CNY,SHG,CNE1000022H9,Anhui Yingjia Distillery Co Ltd,Common Stock,56.16,2022-07-21
8715,Japan,JPY,TSE,JP3122440005,Anicom Holdings Inc,Common Stock,693.0,2022-07-21
ANIKINDS,India,INR,NSE,INE087B01017,Anik Industries Limited,Common Stock,28.9,2022-07-21
ANIK,USA,USD,US,US0352551081,Anika Therapeutics Inc,Common Stock,22.63,2022-07-21
ANIM,Italy,EUR,MI,IT0004998065,Anima Holding SpA,Common Stock,3.37,2022-07-21
ANCR,UK,GBX,LSE,GB0032350695,Animalcare Group Plc,Common Stock,302.5,2022-07-21
APCL,India,INR,NSE,INE071F01012,Anjani Portland Cement Limited,Common Stock,209.5,2022-07-21
ANNX,Sweden,SEK,ST,SE0009664154,Annexin Pharmaceuticals AB,Common Stock,0.878,2022-07-21
5AL,Singapore,SGD,SG,SG1J70891671,Annica Holdings Limited,Common Stock,0.001,2022-07-20
ANOT,Sweden,SEK,ST,SE0010415281,Anoto Group AB,Common Stock,0.608,2022-07-21
AWV,Australia,AUD,AU,AU000000AWV3,Anova Metals Ltd,Common Stock,0.011,2022-07-21
7562,Japan,JPY,TSE,JP3128700006,Anrakutei Co Ltd,Common Stock,6680.0,2022-07-21
6754,Japan,JPY,TSE,JP3128800004,Anritsu Corp,Common Stock,1558.0,2022-07-21
ANSALHSG,India,INR,NSE,INE880B01015,Ansal Housing Limited,Common Stock,7.1,2022-07-21
ANSALAPI,India,INR,NSE,INE436A01026,Ansal Properties & Infrastructure Limited,Common Stock,17.5,2022-07-21
ANN,Australia,AUD,AU,AU000000ANN9,Ansell Ltd,Common Stock,26.21,2022-07-21
ASN,Australia,AUD,AU,AU000000ASN8,Anson Resources Ltd,Common Stock,0.135,2022-07-21
ANSS,USA,USD,US,US03662Q1058,ANSYS Inc,Common Stock,260.17,2022-07-21
ANTH,USA,USD,US,US03674U3005,Anthera Pharmaceuticals Inc,Common Stock,0.0001,2022-07-21
AZY,Australia,AUD,AU,AU000000AZY0,Antipa Minerals Ltd,Common Stock,0.031,2022-07-21
ANP,Australia,AUD,AU,AU000000ANP4,Antisense Therapeutics Ltd,Common Stock,0.085,2022-07-21
ANTO,UK,GBX,LSE,GB0000456144,Antofagasta PLC,Common Stock,1047.0,2022-07-21
600179,China,CNY,SHG,CNE000000XN1,Antong Holdings Co Ltd,Common Stock,4.16,2022-07-21
ANUP,India,INR,NSE,INE294Z01018,The Anup Engineering Limited,Common Stock,848.4,2022-07-21
600816,China,CNY,SHG,CNE0000003P4,Anxin Trust Co Ltd,Common Stock,4.0,2022-07-21
8214,Japan,JPY,TSE,JP3105400000,Aoki Holdings Inc,Common Stock,668.0,2022-07-21
AON,USA,USD,US,IE00BLP1HW54,Aon PLC,Common Stock,280.67,2022-07-21
8219,Japan,JPY,TSE,JP3106200003,Aoyama Trading Co Ltd,Common Stock,895.0,2022-07-21
8929,Japan,JPY,TSE,JP3825750007,Aoyama Zaisan Networks Co Ltd,Common Stock,1055.0,2022-07-21
3662,Japan,JPY,TSE,JP3160890004,Ateam Inc,Common Stock,771.0,2022-07-21
8304,Japan,JPY,TSE,JP3711200000,Aozora Bank Ltd.,Common Stock,2751.0,2022-07-21
5AU,Singapore,SGD,SG,SG1K10892752,AP Oil International Limited,Common Stock,0.17,2022-07-20
CLN,Singapore,SGD,SG,SG1DJ0000001,APAC Realty Limited,Common Stock,0.605,2022-07-21
APA,USA,USD,US,US0374111054,APA Corporation,Common Stock,33.29,2022-07-21
APARINDS,India,INR,NSE,INE372A01015,Apar Industries Limited,Common Stock,984.45,2022-07-21
AIV,USA,USD,US,US03748R7540,Apartment Investment and Management Co,Common Stock,7.49,2022-07-21
APAX,UK,GBX,LSE,GG00BWWYMV85,Apax Global Alpha Ltd,Common Stock,170.4,2022-07-21
APCOTEXIND,India,INR,NSE,INE116A01032,Apcotex Industries Limited,Common Stock,546.6,2022-07-21
739,China,CNY,SHE,CNE000000Q45,Apeloa Pharmaceutical Co Ltd,Common Stock,19.59,2022-07-21
6036,Japan,JPY,TSE,JP3236320002,KeePer Technical Laboratory Co Ltd,Common Stock,3310.0,2022-07-21
APEX,India,INR,NSE,INE346W01013,Apex Frozen Foods Limited,Common Stock,315.5,2022-07-21
APGN,Switzerland,CHF,SW,CH0019107025,APG SGA SA,Common Stock,179.5,2022-07-21
AHX,Australia,AUD,AU,AU000000AHX0,Apiam Animal Health Ltd,Common Stock,0.7000000000000001,2022-07-21
APLAPOLLO,India,INR,NSE,INE702C01027,APL Apollo Tubes Limited,Common Stock,923.35,2022-07-21
3727,Japan,JPY,TSE,JP3122610003,Aplix Corp,Common Stock,136.0,2022-07-21
APOG,USA,USD,US,US0375981091,Apogee Enterprises Inc,Common Stock,40.43,2022-07-21
APLO,USA,USD,US,US03759W1062,Apollo Bancorp Inc,Common Stock,60.0,2022-07-21
APOLLOHOSP,India,INR,NSE,INE437A01024,Apollo Hospitals Enterprise Limited,Common Stock,4150.05,2022-07-21
APOLLO,India,INR,NSE,INE713T01010,Apollo Micro Systems Limited,Common Stock,139.7,2022-07-21
APOLSINHOT,India,INR,NSE,INE451F01024,Apollo Sindoori Hotels Limited,Common Stock,624.65,2022-07-21
APOLLOTYRE,India,INR,NSE,INE438A01022,Apollo Tyres Limited,Common Stock,213.15,2022-07-21
APPEN,Hungary,HUF,BUD,HU0000102132,Apennin Holdings,Common Stock,207.0,2022-07-21
AAPL,USA,USD,US,US0378331005,Apple Inc,Common Stock,155.35,2022-07-21
2788,Japan,JPY,TSE,JP3121170009,Apple International Co Ltd,Common Stock,211.0,2022-07-21
AMAT,USA,USD,US,US0382221051,Applied Materials Inc,Common Stock,103.84,2022-07-21
APPS,Spain,EUR,MC,ES0105022000,Applus Servicios Tecnologicos,Common Stock,6.49,2022-07-21
APQ,UK,GBX,LSE,GG00BZ6VP173,APQ Global Ltd,Common Stock,8.0,2022-07-21
1045,Hong Kong,HKD,HK,BMG0438M1064,APT Satellite Holdings Ltd,Common Stock,2.11,2022-07-21
ATR,UK,GBX,LSE,GB0008710799,Schroders Investment Trusts - Schroder Asian Total Return Investment Company plc,Common Stock,415.5,2022-07-21
APTECHT,India,INR,NSE,INE266F01018,Aptech Limited,Common Stock,252.9,2022-07-21
AQ,Sweden,SEK,ST,SE0000772956,AQ Group AB,Common Stock,286.0,2022-07-21
6173,Japan,JPY,TSE,JP3107990008,Aqualine Ltd,Common Stock,438.0,2022-07-21
AERS,UK,GBX,LSE,GB00BK6RLF66,Aquila European Renewables Income Fund PLC,ETF,86.5,2022-07-21
AQSG,UK,GBX,LSE,GB00BPYP3Q26,Aquila Services Group PLC,Common Stock,28.0,2022-07-21
AQS,Australia,AUD,AU,AU000000AQS1,Aquis Entertainment Ltd,Common Stock,0.165,2022-07-21
AQX,UK,GBX,LSE,GB00BD5JNK30,Aquis Exchange PLC,Common Stock,388.0,2022-07-21
ARU,Australia,AUD,AU,AU000000ARU5,Arafura Resources Ltd,Common Stock,0.34,2022-07-21
4968,Japan,JPY,TSE,JP3125000004,Arakawa Chemical Industries Ltd,Common Stock,1026.0,2022-07-21
2733,Japan,JPY,TSE,JP3125100002,Arata Corp,Common Stock,4180.0,2022-07-21
2341,Japan,JPY,TSE,JP3126180003,Arbeit-Times Co Ltd,Common Stock,138.0,2022-07-21
ARB,UK,GBX,LSE,GB00BZ15CS02,Argo Blockchain PLC,Common Stock,38.5,2022-07-21
ARBB,UK,GBX,LSE,GB0007922338,Arbuthnot Banking Group Plc,Common Stock,830.0,2022-07-21
ARC,Australia,AUD,AU,AU000000ARC3,Arc Funds Ltd,Common Stock,0.43,2022-07-21
ARCW,USA,USD,US,US00213H1059,ARC Group Worldwide Inc,Common Stock,1.12,2022-07-21
ABIO,USA,USD,US,US00211Y5069,ARCA Biopharma Inc,Common Stock,2.46,2022-07-21
ARCAD,Netherlands,EUR,AS,NL0006237562,Arcadis,Common Stock,34.08,2022-07-21
ARCB,USA,USD,US,US03937C1053,ArcBest Corp,Common Stock,82.3,2022-07-21
ARCH,USA,USD,US,US03940R1077,Arch Resources Inc,Common Stock,139.56,2022-07-21
ADM,USA,USD,US,US0394831020,Archer-Daniels-Midland Company,Common Stock,74.02,2022-07-21
ARCHIDPLY,India,INR,NSE,INE877I01016,Archidply Industries Limited,Common Stock,53.5,2022-07-21
ARCHIES,India,INR,NSE,INE731A01020,Archies Limited,Common Stock,16.65,2022-07-21
6085,Japan,JPY,TSE,JP3100030000,Architects Studio Japan Inc,Common Stock,596.0,2022-07-21
3085,Japan,JPY,TSE,JP3100090004,Arcland Service Co Ltd,Common Stock,2165.0,2022-07-21
ARCOTECH,India,INR,NSE,INE574I01035,Arcotech Limited,Common Stock,2.2,2022-07-20
600629,China,CNY,SHG,CNE000000784,Arcplus Group PLC,Common Stock,7.08,2022-07-21
ARD,Australia,AUD,AU,AU000000ARD1,Argent Minerals Ltd,Common Stock,0.016,2022-07-21
ADV,Australia,AUD,AU,AU000000ADV3,Ardiden Ltd,Common Stock,0.009000000000000001,2022-07-21
ASC,UK,GBX,LSE,GB0030927254,ASOS Plc,Common Stock,1123.0,2022-07-21
8912,Japan,JPY,TSE,JP3167610009,Area Quest Inc,Common Stock,94.0,2022-07-21
AGFX,UK,GBX,LSE,GB00BJLPH056,Argentex Group PLC,Common Stock,77.6,2022-07-21
7595,Japan,JPY,TSE,JP3126110000,Argo Graphics Inc,Common Stock,3375.0,2022-07-21
ARGO,USA,USD,US,BMG0464B1072,Argo Group International Holdings Ltd,Common Stock,33.84,2022-07-21
2815,Japan,JPY,TSE,JP3125800007,Ariake Japan Co Ltd,Common Stock,5320.0,2022-07-21
ARIES,India,INR,NSE,INE298I01015,Aries Agro Limited,Common Stock,125.9,2022-07-21
ARIHANTSUP,India,INR,NSE,INE643K01018,Arihant Superstructures Limited,Common Stock,144.7,2022-07-21
ARM,Spain,EUR,MC,ES0105376000,Arima Real Estate SOCIMI SA,Common Stock,7.75,2022-07-21
ARIX,UK,GBX,LSE,GB00BD045071,Arix Bioscience PLC,Common Stock,105.5,2022-07-21
AZS,Australia,AUD,AU,AU000000AZS2,Azure Minerals Ltd,Common Stock,0.22,2022-07-21
ARKR,USA,USD,US,US0407121013,Ark Restaurants Corp,Common Stock,19.65,2022-07-21
AKE,France,EUR,PA,FR0010313833,Arkema SA,Common Stock,90.54,2022-07-21
ARO,UK,USD,LSE,CY0102941610,Arricano Real Estate PLC,Common Stock,0.225,2022-07-20
ARMANFIN,India,INR,NSE,INE109C01017,Arman Financial Services Limited,Common Stock,1318.1,2022-07-21
AJQ,Australia,AUD,AU,AU000000AJQ0,Armour Energy Ltd,Common Stock,0.007,2022-07-21
ARR,UK,GBX,LSE,GB0000633262,Aurora Investment Trust plc,Common Stock,212.0,2022-07-21
AWI,Singapore,SGD,SG,SG1AJ2000005,Thakral Corporation Ltd,Common Stock,0.64,2022-07-20
MN,Italy,EUR,MI,IT0001469383,Arnoldo Mondadori Editore S.p.A,Common Stock,1.612,2022-07-21
AROGRANITE,India,INR,NSE,INE210C01013,Aro Granite Industries Limited,Common Stock,47.95,2022-07-21
ARTW,USA,USD,US,US0431681032,Arts-Way Manufacturing Co Inc,Common Stock,2.26,2022-07-21
ARW,USA,USD,US,US0427351004,Arrow Electronics Inc,Common Stock,120.47,2022-07-21
AXL,Canada,CAD,V,CA04274P1053,Arrow Exploration Corp,Common Stock,0.23500000000000001,2022-07-21
AROW,USA,USD,US,US0427441029,Arrow Financial Corporation,Common Stock,32.64,2022-07-21
ARROWGREEN,India,INR,NSE,INE570D01018,Arrow Greentech Limited,Common Stock,76.5,2022-07-21
ARWR,USA,USD,US,US04280A1007,Arrowhead Pharmaceuticals Inc,Common Stock,44.39,2022-07-21
ARSHIYA,India,INR,NSE,INE968D01022,Arshiya Limited,Common Stock,11.45,2022-07-21
ARSSINFRA,India,INR,NSE,INE267I01010,ARSS Infrastructure Projects Limited,Common Stock,21.0,2022-07-21
ATS,UK,GBX,LSE,GB0004355946,Artemis Alpha Trust,Common Stock,318.0,2022-07-21
ATS,Australia,AUD,AU,AU000000ATS5,Australis Oil & Gas Ltd,Common Stock,0.042,2022-07-21
ARV,Australia,AUD,AU,AU000000ARV3,Artemis Resources Ltd,Common Stock,0.026000000000000002,2022-07-21
4423,Japan,JPY,TSE,JP3126240005,ARTERIA Networks Corporation,Common Stock,1262.0,2022-07-21
3313,Hong Kong,HKD,HK,KYG0509A1067,ArtGo Mining Holding Ltd,Common Stock,0.034,2022-07-21
