,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
41541,Amundi ETF MSCI Europe Industrials UCITS ETF,Amundi ETF MSCI Europe Industrials UCITS,CIN,CARLTON INVESTMENTS LIMITED,31,33
41697,Amundi ETF MSCI Europe Industrials UCITS,Amundi ETF MSCI Europe Industrials UCITS,CIN,CARLTON INVESTMENTS LIMITED,33,33
1545,Carmanah Technologies Corporation,Carmanah Technologies Corporation,CMH,CARMANAH TECHNOLOGIES CORP,88,88
16689,Chamberlin Plc,Chamberlin,CMH,CARMANAH TECHNOLOGIES CORP,20,17
9499,Carmat,Carmat,ALCAR,CARMAT,100,100
15380,Alarko Carrier Sanayi ve Ticaret AS,Alarko Carrier,ALCAR,CARMAT,24,30
3787,CarMax Inc,CarMax,KMX,CARMAX INC,100,75
4171,Americas Car-Mart Inc,Americas Car-Mart,CRMT,CARMIT CANDY INDUSTRIES LTD,42,36
37758,Carmit,Carmit,CRMT,CARMIT CANDY INDUSTRIES LTD,36,36
26449,Carna Biosciences Inc,Carna Biosciences,4572,CARNA BIOSCIENCES INC,100,89
41590,Lyxor UCITS Euro Corporate Bond ex Financials C-EUR,Lyxor UCITS Euro Corporate Bond ex Financials C-EU,CNB,CARNABY RESOURCES LTD,25,25
10492,Carnarvon Petroleum Ltd,Carnarvon Petroleum,CVN,CARNARVON PETROLEUM LTD,100,90
35950,"Vinam.,JSC","Vinam.,JSC",CVN,CARNARVON PETROLEUM LTD,25,25
1516,Camrova Resources Inc,Camrova Res,CAV,CARNAVALE RESOURCES LTD,73,53
17589,Carnavale Resources Ltd,Carnavale Resources Ltd,CAV,CARNAVALE RESOURCES LTD,100,100
29923,Cavalier Corporation Ltd,Cavalier,CAV,CARNAVALE RESOURCES LTD,43,45
36300,Vietnam Electric Cable Corp,Vietnam Electric Cable Corp,CAV,CARNAVALE RESOURCES LTD,36,36
1145,Commerce Resources Corp.,Commerce Resources,CCE,CARNEGIE CLEAN ENERGY LTD,29,28
17401,Carnegie Clean Energy Ltd,Carnegie Clean,CCE,CARNEGIE CLEAN ENERGY LTD,100,72
4803,Carnival Corporation,Carnival Corp,CCL,CARNIVAL CORP/PLC (USA),68,76
15928,Carnival PLC,Carnival,CCL,CARNIVAL CORP/PLC (USA),73,55
16865,Coca-Cola Amatil Ltd,Coca-Cola Amatil,CCL,CARNIVAL CORP/PLC (USA),44,49
36302,Cuu Long Petro Urban Development and Investment Corp,Cuu Long Petro Urban Development,CCL,CARNIVAL CORP/PLC (USA),36,34
22070,Carnival Group International Holdings Ltd,Carnival Group Int,0996,CARNIVAL GROUP INTERNATIONAL,81,78
6471,Carolina Financial Corp,Carolina Financial,CARO,CAROLINA FINANCIAL CORP,100,88
4073,Carolina Trust Bank,Carolina Trust Bank,CART,CAROLINA TRUST BANCSHARES IN,77,77
5251,Carpenter Technology Corporation,Carpenter Technology,CRS,CARPENTER TECHNOLOGY,77,100
12393,Copernic,Copernic,CRS,CARPENTER TECHNOLOGY,36,36
39175,Cartier Saada,Cartier Saada,CRS,CARPENTER TECHNOLOGY,42,42
2866,Carrefour SA,Carrefour,CAN,CARREFOUR SA,100,86
17944,Cann Group Ltd,Cann Group,CAN,CARREFOUR SA,46,45
35932,Ha Long Canned Food JSC,Ha Long Canned Food JSC,CAN,CARREFOUR SA,40,40
5349,Carriage Services Inc,Carriage Services,CSV,CARRIAGE SERVICES INC,100,89
17115,CSG Ltd,CSG,CSV,CARRIAGE SERVICES INC,21,17
36318,South Basic Chemicals JSC,South Basic Chemicals JSC,CSV,CARRIAGE SERVICES INC,26,26
4175,Carrizo Oil & Gas Inc,Carrizo Oil&Gas,CRZO,CARRIZO OIL & GAS INC,100,88
6941,Carrols Restaurant Group Inc,Carrols,TAST,CARROLS RESTAURANT GROUP INC,100,40
16777,Tasty Plc,Tasty,TAST,CARROLS RESTAURANT GROUP INC,27,18
7833,Cars.com Inc,Cars.com,CARS,CARS.COM INC,100,80
25040,Industri Dan Perdagangan Bintraco Dharma Tbk PT,Industri Dan Perdagangan,CARS,CARS.COM INC,24,22
33777,Carson Cumberbatch PLC,Carson Cumberbatch,CARS,CARS.COM INC,53,53
40519,Evolve Automobile Innovation Hedged,Evolve Automobile Innovation Hedged,CARS,CARS.COM INC,26,26
2504,Carreras Ltd,Carreras,CAR,CARSALES.COM LTD,57,33
4883,Avis Budget Group Inc,Avis,CAR,CARSALES.COM LTD,22,20
17255,Carsales.Com Ltd,Carsales.Com,CAR,CARSALES.COM LTD,100,86
29120,CAM Resources Bhd,CAM Resources,CRSM,CARSMARTT INC,40,46
27562,Voyage Group Inc,Voyage,3688,CARTA HOLDINGS INC,35,17
6465,Carter Bank and Trust,Carter Bank,CARE,CARTER BANK & TRUST,89,79
14561,Camanio Care AB,Camanio Care,CARE,CARTER BANK & TRUST,50,48
29695,Careplus Group Bhd,Careplus Group,CARE,CARTER BANK & TRUST,46,39
33884,Printcare PLC,Printcare PLC,CARE,CARTER BANK & TRUST,33,33
1834,Cartier Resources Inc,Cartier Resources Inc,ECR,CARTIER RESOURCES INC,100,100
13599,Ercros,Ercros,ECR,CARTIER RESOURCES INC,37,37
4074,Carver Bancorp Inc,Carver,CARV,CARVER BANCORP INC,100,50
7517,Casa Systems Inc,Casa Systems,CASA,CASA MINERALS INC,67,48
25027,Capital Financial Indonesia Tbk PT,Capital Financial Ind,CASA,CASA MINERALS INC,35,32
30979,Casa Holdings Ltd,Casa Holdings Ltd,CASA,CASA MINERALS INC,53,53
42652,ETFS DAX Daily 2x Long GO UCITS,ETFX DAX Daily 2x Long GO UCITS,CASA,CASA MINERALS INC,8,8
7517,Casa Systems Inc,Casa Systems,CASA,CASA SYSTEMS INC,100,86
25027,Capital Financial Indonesia Tbk PT,Capital Financial Ind,CASA,CASA SYSTEMS INC,32,32
30979,Casa Holdings Ltd,Casa Holdings Ltd,CASA,CASA SYSTEMS INC,55,55
42652,ETFS DAX Daily 2x Long GO UCITS,ETFX DAX Daily 2x Long GO UCITS,CASA,CASA SYSTEMS INC,9,9
1144,Cascades Inc.,Cascades Inc.,CAS,CASCADES INC,100,100
35054,CH Karnchang PCL,CH Karnchang,CK,CASCADIA BLOCKCHAIN GROUP CO,36,35
4205,Casella Waste Systems Inc,Casella,CWST,CASELLA WASTE SYSTEMS INC-A,96,41
4077,Caseys General Stores Inc,Caseys,CASY,CASEY'S GENERAL STORES INC,94,38
16898,Cash Converters International,Cash Converters International,CCV,CASH CONVERTERS INTERNATIONAL LIMITED,88,88
37191,VCC Engineering Consultants JSC,VCC Engineering,CCV,CASH CONVERTERS INTERNATIONAL LIMITED,24,23
33766,Nation Lanka Finance PLC,Nation Lanka Finance,CSF,CASH STORE FINANCIAL/THE,38,41
49336,Victory CEMP US Discovery Enhanced Volatility Weighted,Victory CEMP US Discovery Enhanced Volatility Weig,CSF,CASH STORE FINANCIAL/THE,33,30
30770,Citystate Savings Bank Inc,Citystate Savings Bank,CSB,CASHBUILD LTD,21,23
49338,Victory CEMP US Small Cap High Dividend Volatility Weighted,Victory CEMP US Small Cap High Dividend Volatility,CSB,CASHBUILD LTD,19,22
5347,China Cord Blood Corporation,China Cord Blood,CO,CASINO GUICHARD PERRACHON,45,29
25368,"Casio Computer Co., Ltd.",Casio Computer,6952,CASIO COMPUTER CO LTD,100,80
4076,Cass Information Systems Inc,Cass,CASS,CASS INFORMATION SYSTEMS INC,100,25
11255,Cattolica Assicurazioni,Cattolica Assicurazioni,CASS,CASS INFORMATION SYSTEMS INC,47,47
24681,Cardig Aero Services Tbk,Cardig Aero,CASS,CASS INFORMATION SYSTEMS INC,23,15
17448,Cardiex Ltd,Cardiex,CDX,CASSIDY GOLD CORP.,29,25
21742,Guangzhou R&F Properties Co Ltd,Guangzhou R&F,2777,CASSINA IXC LTD,30,21
26309,Cassina Ixc. Ltd,Cassina Ixc.,2777,CASSINA IXC LTD,100,85
17656,Cassini Resources Ltd,Cassini Resources Ltd,CZI,CASSINI RESOURCES LTD,100,100
1843,Commander Resources Ltd,Commander Resources,CMD,CASSIUS MINING LTD,34,22
5407,Cantel Medical Corp,Cantel Medical,CMD,CASSIUS MINING LTD,32,38
17753,Gulf Industrials Ltd,Gulf Industrials,CMD,CASSIUS MINING LTD,32,24
3441,Terex Corporation,Terex,TEX,CASTELLUM AB,28,24
29900,Tekhnicimport JSC,Tekhnicimport,TEX,CASTELLUM AB,28,24
17594,Castillo Copper Ltd,Castillo Copper Ltd,CCZ,CASTILLO COPPER LTD,100,100
17605,CogState Ltd,CogState Ltd,CGS,CASTINGS PLC,42,42
1829,Canstar Resources Inc,Canstar,ROX,CASTLE BRANDS INC,42,33
30689,Roxas Holdings Inc,Roxas,ROX,CASTLE BRANDS INC,34,27
17597,Castle Minerals Ltd,Castle Minerals Ltd,CDT,CASTLE MINERALS LIMITED,90,90
2328,Cap,Cap,CAP,CASTLE PEAK MINING LTD,24,24
10415,CAI Intl Inc,Cai,CAP,CASTLE PEAK MINING LTD,24,24
17587,Carpentaria Exploration Ltd,Carpentaria Exploration Ltd,CAP,CASTLE PEAK MINING LTD,33,33
35933,Yen Bai Forest JSC,Yen Bai Forest JSC,CAP,CASTLE PEAK MINING LTD,25,25
39277,Cap LG,Cap LG,CAP,CASTLE PEAK MINING LTD,36,36
7543,Castor Maritime Inc,Castor Maritime,CTRM,CASTOR MARITIME INC,100,88
13771,Castellum AB,Castellum AB,CAST,CASTRO MODEL LTD,43,43
22892,Castrol India Ltd,Castrol India,CAST,CASTRO MODEL LTD,61,55
37652,Castro,Castro,CAST,CASTRO MODEL LTD,55,55
6331,Catalent Inc,Catalent Inc,CTLT,CATALENT INC,100,100
17652,Catalyst Metals Ltd,Catalyst Metals Ltd,CYL,CATALYST METALS LTD,100,100
4161,Catalyst Pharmaceuticals Inc,Catalyst Pharmaceuticals,CPRX,CATALYST PHARMACEUTICALS INC,100,92
12949,CTT Correios de Portugal SA,CTT Correios de Portugal SA,CTT,CATCHMARK TIMBER TRUST INC-A,15,15
36323,Vinacomin Machinery JSC,Vinacomin Machinery JSC,CTT,CATCHMARK TIMBER TRUST INC-A,31,31
9240,Catering Intl Sces,CIS,CTRG,CATERING INTL SERVICES,90,24
66,Caterpillar Inc DRC,Caterpillar DRC,CAT,CATERPILLAR INC,88,87
2725,Caterpillar Inc,Caterpillar,CAT,CATERPILLAR INC,100,85
17588,Catapult Group International,Catapult Group International,CAT,CATERPILLAR INC,37,37
30586,Central Azucarera de Tarlac Inc,Central Azucarera de Tarlac,CAT,CATERPILLAR INC,39,38
37221,Ca Mau Seafood Co Ltd,Ca Mau Seafood,CAT,CATERPILLAR INC,28,28
4079,Cathay General Bancorp,Cathay,CATY,CATHAY GENERAL BANCORP,100,43
21701,Cathay Pacific Airways Limited,Cathay Airways,0293,CATHAY PACIFIC AIRWAYS,85,78
1152,Cathedral Energy Services Ltd,Cathedral Energy Svcs,CET,CATHEDRAL ENERGY SERVICES LT,98,86
4952,Central Securities Corp,Central Securities,CET,CATHEDRAL ENERGY SERVICES LT,55,52
36913,Tech-Vina JSC,Tech-Vina,CET,CATHEDRAL ENERGY SERVICES LT,29,27
17601,Citadel Group Ltd,Citadel Group Ltd,CGL,CATLIN GROUP LTD,79,79
40240,iShares Gold Bullion (CAD Hedged),iShares Gold Bullion (CAD Hedged),CGL,CATLIN GROUP LTD,21,21
5629,Cato Corporation,Cato,CATO,CATO CORP-CLASS A,55,38
17648,Cauldron Energy Ltd,Cauldron Energy Ltd,CXU,CAULDRON ENERGY LTD,100,100
5344,Cai International Inc,Cai,CAI,CAUTIVO MINING INC,62,29
11253,Cairo Communication,Cairo Communication,CAI,CAUTIVO MINING INC,38,38
4196,Cavco Industries Inc,Cavco,CVCO,CAVCO INDUSTRIES INC.,100,40
26391,Cave Interactive Co Ltd,Cave Interactive,3760,CAVE INTERACTIVE CO LTD,100,82
1516,Camrova Resources Inc,Camrova Res,CAV,CAVERION OYJ,30,35
17589,Carnavale Resources Ltd,Carnavale Resources Ltd,CAV,CAVERION OYJ,34,34
29923,Cavalier Corporation Ltd,Cavalier,CAV,CAVERION OYJ,50,50
36300,Vietnam Electric Cable Corp,Vietnam Electric Cable Corp,CAV,CAVERION OYJ,31,31
17856,Wisetech Global Ltd,Wisetech Global,WTC,CAVITATION TECHNOLOGIES INC,26,29
17591,Cazaly Resources Ltd,Cazaly Resources Ltd,CAZ,CAZALY RESOURCES LTD,100,100
6475,CB Financial Services Inc,CB Financial Services Inc,CBFV,CB FINANCIAL SERVICES INC,100,100
26832,CB Group Management Co Ltd,CB Group Management,9852,CB GROUP MANAGEMENT CO LTD,100,84
4081,CBAK Energy Technology Inc,CBAK Energy,CBAT,CBAK ENERGY TECHNOLOGY INC,100,59
39907,CBZ Holdings Ltd,CBZ Holdings Ltd,CBZ,CBIZ INC,50,50
4856,Cboe Global Markets Inc,Cboe Global,CBOE,CBOE GLOBAL MARKETS INC,100,65
9935,CBOE Holdings Inc,Cboe Global,CBOE,CBOE GLOBAL MARKETS INC,50,65
3473,CBRE Group Inc Class A,CBRE A,CBRE,CBRE GROUP INC,78,40
6514,CBTX,CBTX,CBTX,CBTX INC,67,67
22529,CCT Fortis Holdings Ltd,CCT Fortis,0138,CCT FORTIS HOLDINGS LTD,100,61
4093,CCUR Holdings Inc,CCUR Holdings,CCUR,CCUR HOLDINGS INC,100,87
7786,Cedar Realty Trust Inc,Cedar Realty,CDR,CD PROJEKT SA,46,48
12117,CD Projekt SA,CD Projekt SA,CDR,CD PROJEKT SA,100,100
6378,CDK Global Holdings LLC,CDK Global Holdings LLC,CDK,CDK GLOBAL INC,76,76
25766,CDS Co Ltd,CDS Co Ltd,2169,CDS CO LTD,100,100
3394,CDTi Advanced Materials Inc,CDTi Advanced Materials,CDTI,CDTI ADVANCED MATERIALS INC,100,92
1140,Bellatrix Exploration Ltd,Bellatrix Exploration,BXE,CDW HOLDING LTD,40,22
26036,CE Holdings Co Ltd,CE Holdings Co Ltd,4320,CE HOLDINGS CO LTD,100,100
38783,Al Andalus Property Co SJSC,Al Andalus Property,4320,CE HOLDINGS CO LTD,27,27
2056,Ceapro,Ceapro,CZO,CEAPRO INC,75,75
30733,Cebu Air Inc,Cebu Air,CEB,CEB INC,74,40
36879,Chemical Industry Engineering JSC,Chemical Industry Eng,CEC,CEC ENTERTAINMENT INC,52,43
19768,Chongqing Tong Jun Ge Co Ltd,Chongqing Tong Jun Ge,000591,CECEP SOLAR ENERGY CO LT-A,44,26
4096,CECO Environmental Corp,CECO Environmental,CECE,CECO ENVIRONMENTAL CORP,100,88
26269,Cedar Co Ltd,Cedar,2435,CEDAR CO LTD,100,59
7786,Cedar Realty Trust Inc,Cedar Realty,CDR,CEDAR REALTY TRUST INC,100,71
12117,CD Projekt SA,CD Projekt SA,CDR,CEDAR REALTY TRUST INC,17,17
16992,Cedar Woods Properties Ltd,Cedar Woods Properties,CWP,CEDAR WOODS PROPERTIES LIMITED,93,85
1824,California Gold Mining Inc,California Gold,CGM,CEGEDIM SA,28,24
15981,AVEVA Group PLC,Aveva,AVV,CEI LTD,9,17
1563,Continental Gold Ltd,Continental Gold,CNL,CELAMIN HOLDINGS LTD,55,39
1150,Canada Energy Partners Inc,Canada Energy Partners,CE,CELANESE CORP,26,29
4842,Celanese Corporation,Celanese,CE,CELANESE CORP,79,76
942,Celestica Inc.,Celestica Inc.,CLS,CELESTICA INC,100,100
5553,Celestica Inc,Celestica Inc.,CLS,CELESTICA INC,100,100
2867,Celgene Corp,Celgene,CELG,CELGENE CORP,100,74
3384,Celgene Corporation,Celgene,CELG,CELGENE CORP,77,74
2451,Celsia SA,Celsia,CEL,CELLCOM ISRAEL LTD,44,42
3201,Unacem,Unacem,CEL,CELLCOM ISRAEL LTD,25,25
5439,Cellcom Israel Ltd,Cellcom,CEL,CELLCOM ISRAEL LTD,100,56
17600,Challenger Exploration Ltd,Challenger Exploration,CEL,CELLCOM ISRAEL LTD,45,35
5650,CubeSmart,CubeSmart,CUBE,CELLCUBE ENERGY STORAGE SYST,32,32
4125,Celldex Therapeutics Inc,Celldex Therapeutics,CLDX,CELLDEX THERAPEUTICS INC,100,91
9364,Cellectis,Cellectis,ALCLS,CELLECTIS,100,100
17599,Cellmid Ltd,Cellmid,CDY,CELLMID LTD,100,78
17616,Cellnet Group Ltd,Cellnet Group Ltd,CLT,CELLNET GROUP LTD,100,100
9582,Cellnovo Group SA,Cellnovo Group SA,CLNV,CELLNOVO GROUP SA,100,100
26703,CellSeed Inc,CellSeed,7776,CELLSEED INC,100,80
3839,Celsion Corp,Celsion,CLSN,CELSION CORP,100,74
7089,Celsius Holdings Inc,Celsius,CELH,CELSIUS HOLDINGS INC,100,52
8583,Claridge Inves,Claridge Inves,CLA,CELSIUS RESOURCES LTD,29,29
41360,Amundi Index Solutions - Amundi MSCI World Energy UCITS ETF-C EUR,Amundi ETF MSCI World Energy UCITS,CWE,CELTIC MINERALS LTD,20,19
45326,Amundi ETF MSCI World Energy UCITS,Amundi ETF MSCI World Energy UCITS,CWE,CELTIC MINERALS LTD,19,19
28571,Cemedine Co Ltd,Cemedine,4999,CEMEDINE CO LTD,100,70
34616,Sinher Technology Inc,Sinher,4999,CEMEDINE CO LTD,39,29
7078,Cemtrex Inc,Cemtrex,CETX,CEMTREX INC,100,78
8381,Cenergy Holdings SA,Cenergy Hold,CENER,CENERGY HOLDINGS SA,100,77
16517,Cenkos Securities Plc,Cenkos,CNKS,CENKOS SECURITIES PLC,100,44
955,Cenovus Energy Inc,Cenovus Energy Inc,CVE,CENOVUS ENERGY INC,100,100
3197,Cerro Verde,Cerro Verde,CVE,CENOVUS ENERGY INC,41,41
16088,Centamin PLC,Centamin,CEY,CENTAMIN PLC,100,80
50482,VictoryShares Emerging Market High Div Volatility Wtd,VictoryShares EM High Div Volatility Wtd,CEY,CENTAMIN PLC,18,19
16635,Centaur Media,Centaur,CAU,CENTAUR MEDIA PLC,87,58
1830,Canterra Minerals Corporation,Canterra Minerals Corporation,CTM,CENTAURUS METALS LTD,49,49
17638,Centaurus Metals Ltd,Centaurus Metals Ltd,CTM,CENTAURUS METALS LTD,100,100
39177,CTM,CTM,CTM,CENTAURUS METALS LTD,26,26
3189,Centene Corp,Centene,CNC,CENTENE CORP,100,74
36314,Traphaco High Tech JSC,Traphaco High Tech JSC,CNC,CENTENE CORP,35,35
7188,Centennial Resource Development Inc,Centennial Res Dev,CDEV,CENTENNIAL RESOURCE DEVELO-A,83,78
37653,Cohen Dev,Cohen Dev,CDEV,CENTENNIAL RESOURCE DEVELO-A,38,38
17913,Contact Energy Ltd,Contact Energy Ltd,CEN,CENTER COAST BROOKFIELD MLP &,36,36
35563,Capital Engineering Network PCL,Capital Engineering,CEN,CENTER COAST BROOKFIELD MLP &,34,30
37214,CENCON Vietnam JSC,CENCON Vietnam,CEN,CENTER COAST BROOKFIELD MLP &,31,34
3453,CenterPoint Energy Inc,CenterPoint Energy,CNP,CENTERPOINT ENERGY INC,100,90
4176,CenterState Banks Inc,CenterState Banks,CSFL,CENTERSTATE BANK CORP,86,84
24143,Cosmo Films Ltd,Cosmo Films Ltd,CSFL,CENTERSTATE BANK CORP,11,11
16472,Central Asia Metals Plc,Central Asia Metals,CAML,CENTRAL ASIA METALS PLC,100,90
22065,Central China Real Estate Ltd,Central China Real Estate,0832,CENTRAL CHINA REAL ESTATE,93,100
22089,Central China Securities Holdings Co Ltd,Central China Securities,1375,CENTRAL CHINA SECURITIES C-H,76,92
4102,Central European Media Enterprises Ltd,Central European Media,CETV,CENTRAL EUROPEAN MEDIA ENT-A,79,88
4104,Central Federal Corp,Central Federal,CFBK,CENTRAL FEDERAL CORP,100,86
25458,Central Glass Co Ltd,Central Glass Co Ltd,4044,CENTRAL GLASS CO LTD,100,100
25287,Central Japan Railway Co.,Central Japan Railway Co.,9022,CENTRAL JAPAN RAILWAY CO,100,100
7698,CPB Inc,CPB,CPF,CENTRAL PACIFIC FINANCIAL CO,29,13
35058,Charoen Pokphand Foods PCL,Charoen Pokphand,CPF,CENTRAL PACIFIC FINANCIAL CO,37,32
17333,Central Petroleum Ltd,Central Petroleum,CTP,CENTRAL PETROLEUM LTD,100,89
36701,Thuong Phu JSC,Thuong Phu JSC,CTP,CENTRAL PETROLEUM LTD,29,29
1152,Cathedral Energy Services Ltd,Cathedral Energy Svcs,CET,CENTRAL SECURITIES CORP,50,50
4952,Central Securities Corp,Central Securities,CET,CENTRAL SECURITIES CORP,100,88
36913,Tech-Vina JSC,Tech-Vina,CET,CENTRAL SECURITIES CORP,28,25
27164,Central Security Patrols Co Ltd,Central Security Patrols,9740,CENTRAL SECURITY PATROLS CO,93,94
4197,Central Valley Community Bancorp,Central Valley Community,CVCY,CENTRAL VALLEY COMM BANCORP,92,75
22248,Ch Soft Power,Ch Soft Power,0139,CENTRAL WEALTH GROUP HOLDINGS,29,29
1827,Canaf Investments Inc,Canaf Invest,CAF,CENTREPOINT ALLIANCE LTD,31,33
13558,Construcciones y Auxiliar de Ferrocarriles SA,Construcciones y Auxiliar,CAF,CENTREPOINT ALLIANCE LTD,32,45
17585,Centrepoint Alliance Ltd,Centrepoint Alliance Ltd,CAF,CENTREPOINT ALLIANCE LTD,100,100
17185,Centrex Metals Ltd,Centrex Metals,CXM,CENTREX METALS LIMITED,90,78
5440,CNA Financial Corporation,CNA Financial,CNA,CENTRICA PLC,32,40
15815,Centrica PLC,Centrica,CNA,CENTRICA PLC,100,80
4885,Centrus Energy,Centrus Energy,LEU,CENTRUS ENERGY CORP-CLASS A,68,68
17112,Centuria Capital Ltd,Centuria Capital,CNI,CENTURIA CAPITAL GROUP,81,84
28212,Human Metabolome Technologies Inc,Human Metabolome Tech,6090,CENTURION CORP LTD,27,21
38656,Jazan Development Co.,JAZADCO,6090,CENTURION CORP LTD,26,16
1167,Centurion Minerals Ltd,Centurion Minerals,CTN,CENTURION MINERALS LTD,100,90
35947,Underground Works Construction JSC,Underground Works Construction JSC,CTN,CENTURION MINERALS LTD,43,43
7036,Century Aluminum Company,Century Aluminum,CENX,CENTURY ALUMINUM COMPANY,100,80
9936,Century Aluminum Co SG,Century Aluminum,CENX,CENTURY ALUMINUM COMPANY,83,80
4145,Century Casinos Inc,Century Casinos,CNTY,CENTURY CASINOS INC,100,88
22896,Century Textiles & Industries Ltd.,Century Textiles,CNTY,CENTURY CASINOS INC,40,51
7801,Century Communities Inc,Century Communities,CCS,CENTURY COMMUNITIES INC,100,90
12390,Ccs,Ccs,CCS,CENTURY COMMUNITIES INC,23,23
33793,Ceylon Cold Stores PLC,Ceylon Cold Stores,CCS,CENTURY COMMUNITIES INC,40,44
1549,Century Global Commodities Corp,Century Global,CNT,CENTURY GLOBAL COMMODITIES C,88,67
12333,Centrum Nowoczesnych Technologii SA,CNT SA,CNT,CENTURY GLOBAL COMMODITIES C,38,35
35063,Christiani and Nielsen Thai PCL,Christiani Nielsen Thai,CNT,CENTURY GLOBAL COMMODITIES C,20,24
36881,Construction and Materials Trading JSC,Construction and Materials,CNT,CENTURY GLOBAL COMMODITIES C,24,33
22489,Century Legend Holdings Ltd,Century Legend,0079,CENTURY LEGEND HLDGS LTD,94,74
3463,CenturyLink Inc,CenturyLink,CTL,CENTURYLINK INC,100,85
17527,Centennial Mining Ltd,Centennial Mining,CTL,CENTURYLINK INC,50,56
1162,Cequence Energy Ltd,Cequence Energy,CQE,CEQUENCE ENERGY LTD,100,88
16948,Charter Hall Education Trust,Charter Hall Education,CQE,CEQUENCE ENERGY LTD,30,34
23878,Cera Sanitaryware Ltd,Cera Sanitaryware Ltd,CERA,CERA SANITARYWARE LTD,100,100
33858,Lanka Ceramic PLC,Lanka Ceramic PLC,CERA,CERA SANITARYWARE LTD,47,47
37411,The Arab Ceramic Ceramica Remas,Ceramica Remas,CERA,CERA SANITARYWARE LTD,31,40
23878,Cera Sanitaryware Ltd,Cera Sanitaryware Ltd,CERA,CERA SANITARYWARE LTD,100,100
33858,Lanka Ceramic PLC,Lanka Ceramic PLC,CERA,CERA SANITARYWARE LTD,47,47
37411,The Arab Ceramic Ceramica Remas,Ceramica Remas,CERA,CERA SANITARYWARE LTD,31,40
4172,Ceragon Networks Ltd,Ceragon,CRNT,CERAGON NETWORKS LTD,100,52
4100,Cereplast Inc,Cereplast Inc,CERPQ,CEREPLAST INC,100,100
29981,Chatham Rock Phosphate Ltd,Chatham Rock Phosphate,CRP,CERES GLOBAL AG CORP,13,14
41291,Lyxor UCITS Corporate Bond C-EUR,Lyxor UCITS Corporate Bond C-EUR,CRP,CERES GLOBAL AG CORP,38,38
27663,Ceres Inc,Ceres,3696,CERES INC/JAPAN,75,50
15965,Ceres Power Holdings PLC,Ceres Power,CWR,CERES POWER HOLDINGS PLC,100,63
3756,Cerner Corp,Cerner,CERN,CERNER CORP,100,71
4101,Cerus Corporation,Cerus,CERS,CERUS CORP,74,67
1550,Cervus Equipment Corp,Cervus Equipment,CERV,CERVED GROUP SPA,49,44
11366,Cerved Information Solutions SpA,Cerved Information Solutions SpA,CERV,CERVED GROUP SPA,58,58
1550,Cervus Equipment Corp,Cervus Equipment,CERV,CERVUS EQUIPMENT CORP,100,86
11366,Cerved Information Solutions SpA,Cerved Information Solutions SpA,CERV,CERVUS EQUIPMENT CORP,30,30
1153,CES Energy Solutions Corp,CES Energy,CEU,CES ENERGY SOLUTIONS CORP,100,57
30589,Centro Escolar University,Centro Escolar,CEU,CES ENERGY SOLUTIONS CORP,44,31
41365,Amundi Index Solutions - Amundi MSCI Europe UCITS ETF C EUR,Amundi ETF MSCI Europe UCITS,CEU,CES ENERGY SOLUTIONS CORP,39,34
45082,Amundi ETF MSCI Europe UCITS,Amundi ETF MSCI Europe UCITS,CEU,CES ENERGY SOLUTIONS CORP,34,34
47453,Amundi MSCI Europe UCITS C,Amundi ETF MSCI Europe UCITS,CEU,CES ENERGY SOLUTIONS CORP,39,34
9489,Cesar SA,Cesar,ALCES,CESAR SA - REGR,76,56
22897,CESC Ltd,CESC,CESC,CESC LIMITED,80,50
1172,CWC Well Services Corp.,CWC Well Services,CWC,CEWE STIFTUNG & CO KGAA,19,21
17652,Catalyst Metals Ltd,Catalyst Metals Ltd,CYL,CEYLON GRAPHITE CORP,15,15
1984,Changfeng Energy Inc,Changfeng Energy,CFY,CF ENERGY CORP,53,60
7462,CF Finance Acquisition Corp Class A,CF Finance,CFFA,CF FINANCE ACQUISITION-CL A,87,54
1154,Canaccord Genuity Group Inc,Canaccord Genuity,CF,CF INDUSTRIES HOLDINGS INC,26,19
3547,CF Industries Holdings Inc,CF Industries,CF,CF INDUSTRIES HOLDINGS INC,100,67
49341,Victory CEMP US 500 Enhanced Volatility Weighted,Victory CEMP US 500 Enhanced Volatility Weighted,CFO,CFOAM LTD,21,21
5559,CGI Inc,CGI Inc,GIB,CGI INC,100,100
22206,CGN New Energy Holdings Co Ltd,CGN New Energy,1811,CGN NEW ENERGY HOLDINGS CO L,97,67
25680,Zenitaka Corp,Zenitaka Corp,1811,CGN NEW ENERGY HOLDINGS CO L,29,29
20092,China Dalian International Cooperation Group Holdings Ltd,Dalian Intl A,000881,CGN NUCLEAR TECHNOLOGY DEV-A,33,29
1309,CGX Energy Inc.,CGX Energy Inc.,OYL,CGX ENERGY INC,100,100
15957,Chemring Group PLC,Chemring,CHG,CH ENERGY GROUP INC,70,44
35064,Chularat Hospital PCL,Chularat Hospital,CHG,CH ENERGY GROUP INC,30,33
41342,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF,Amundi ETF Govt Bond EuroMTS Broad Investment Grad,C13,CH OFFSHORE LTD,25,28
